predicted_labels	true_labels	lil_interpretations	gil_interpretations
5	5	[('for cri cket s', -0.2725219130516052), ('cri cket s', -0.4802745580673218), ('an cy', -0.585649311542511)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What is a fear of odors , body , ?']
1	1	[('mel ting', -0.6576111018657684)]	"[""What 's the dumbest domesticated animal ?"", 'What does NASDAQ stand for ?', 'What are bear and bull markets ?', 'What does the word affiant mean ?', 'How does marijuana lead to other drugs ?']"
3	3	[('against poli o', -0.2587403655052185), ('poli o', -0.46986138820648193)]	"['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?', ""What was the date of CNN 's first broadcast ?"", 'Who was Secretary of State during the Nixon administration ?', 'Who was the 3rd president of the United States ?']"
2	2	[('epi le psy', -0.925575502216816), ('is epi le psy', -0.9719209037721157)]	['What is the nature of learning ?', 'What was the longest war in U.S. history ?', 'What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?', 'What is the function of RAM ?']
5	5	[('the Titanic', -0.5922175049781799), ('sin k', -0.6064077913761139)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
3	3	[('to walk in space', -0.13383281230926514), ('walk in space', -0.2719700336456299), ('in space', -0.47119688987731934)]	['When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?', 'Who was Secretary of State during the Nixon administration ?', 'What is the text of the Fifth Amendment ?', 'Who does the voices of the Simpsons ?']
2	2	[('a bio sphere', -0.9304877370595932), ('is a bio sphere', -0.9767420999705791)]	['What is the nature of learning ?', 'What does it take to become a lawyer ?', 'What is the function of RAM ?', 'What does caliente mean , in English ?', 'What is the largest county in size in Massachusetts ?']
4	4	[('the US', -0.6575601100921631), ('the Big Mudd', -0.7101101279258728), ('in the US', -0.7120223939418793), ('as the Big Mudd', -0.7640460878610611)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
2	2	[]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?', 'What was the longest war in U.S. history ?', 'When is the Tulip Festival in Michigan ?']
2	2	[('is cholesterol', -0.8917935714125633), ('What is cholesterol', -0.9598957262933254)]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What was the longest war in U.S. history ?', 'What is the population of Ohio ?', 'When is the Tulip Festival in Michigan ?']
3	3	[('into sh computer', -0.2652559280395508), ('sh computer', -0.48139381408691406)]	"['When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?', 'Who was Secretary of State during the Nixon administration ?', ""What was the date of CNN 's first broadcast ?"", 'Who was the 3rd president of the United States ?']"
2	2	[('ca ffe ine', -0.9097603932023048), ('is ca ffe ine', -0.965317863970995)]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What is the function of RAM ?', 'What was the longest war in U.S. history ?', 'What is the population of Ohio ?']
4	4	[('half way', -0.8049728125333786), ('North and South', -0.8786279931664467)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What does U.S.S.R. stand for ?']
4	4	[('John Wayne airport', -0.5647794604301453), ('John Wayne', -0.5900291204452515)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What sound does Olympia , Washington , overlook ?']
4	4	[('the Philippines', -0.7107483148574829), ('is the Philippines in', -0.7876839935779572)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
5	5	[('at the Kentucky Derby', -0.21285492181777954), ('of the horse s', -0.2515876293182373), ('the Kentucky Derby', -0.36806416511535645), ('the horse s', -0.41548776626586914)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
4	4	[]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
2	2	[]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What does it take to become a lawyer ?', 'What is the population of Ohio ?', 'What is the function of RAM ?']
5	5	[('of the earth', -0.4543808102607727), ('the center', -0.5916465222835541), ('the earth', -0.6387616097927094)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
5	5	[('ele cted as President', -0.21816807985305786), ('as President', -0.6359151899814606)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What is a fear of odors , body , ?']
5	5	[('when he die d', -0.27021604776382446), ('Elvis Pres ley', -0.3292955160140991), ('he die d', -0.4899634122848511), ('die d', -0.6409802734851837)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
5	5	[('the service line', -0.41625040769577026), ('from the net', -0.44940441846847534), ('in tennis', -0.628704309463501), ('the net', -0.6493344008922577)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What is a fear of odors , body , ?']
5	5	[('have per day', -0.3466717004776001), ('How much', -0.5251991748809814), ('per day', -0.5681029856204987)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
5	5	[('are there', -0.5777192413806915)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
1	1	[('made from what plant', -0.3212292194366455), ('from what plant', -0.45258283615112305), ('called l inen', -0.5767126679420471), ('what plant', -0.6071544587612152), ('l inen', -0.6955854296684265)]	"['Who owns the rights on a TV program ?', ""What 's the dumbest domesticated animal ?"", 'What type of food makes you fat ?', 'How does marijuana lead to other drugs ?', 'What does the word affiant mean ?']"
2	2	[('Te flo n', -0.9451693445444107)]	['What is the nature of learning ?', 'What is the function of RAM ?', 'What is the largest county in size in Massachusetts ?', 'What does it take to become a lawyer ?', 'What is the population of Ohio ?']
2	2	[]	['What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?', 'What was the longest war in U.S. history ?', 'When is the Tulip Festival in Michigan ?', 'What is the nature of learning ?']
2	2	[('a sham', -0.8243741542100906), ('a sham an', -0.9136079773306847), ('is a sham an', -0.9693986382335424)]	['What is the nature of learning ?', 'What was the longest war in U.S. history ?', 'What is the largest county in size in Massachusetts ?', 'When is the Tulip Festival in Michigan ?', 'What is the population of Ohio ?']
1	1	[('a female wal rus', -0.30905067920684814)]	['Who owns the rights on a TV program ?', 'How do you do a topic outline ?', 'What type of food makes you fat ?', 'How does marijuana lead to other drugs ?', 'What do you call a group of geese ?']
1	1	[('of tur key s', -0.4629133343696594), ('tur key s', -0.6221573352813721)]	['What type of food makes you fat ?', 'How do you do a topic outline ?', 'Who owns the rights on a TV program ?', 'What do you call a group of geese ?', 'What animal causes the biggest threat to humans ?']
5	5	[]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
2	2	[]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?', 'What is the function of RAM ?', 'What was the longest war in U.S. history ?']
5	5	[('in a gall on', -0.2996693253517151), ('a gall on', -0.4546968340873718), ('How many', -0.5644235014915466), ('a gall', -0.6315781772136688)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
3	3	[('in San Francisco', -0.17887777090072632), ('the chocolate company', -0.27124476432800293), ('San Francisco', -0.37830060720443726)]	"['When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?', 'Who does the voices of the Simpsons ?', 'Who was Secretary of State during the Nixon administration ?', ""What was the date of CNN 's first broadcast ?""]"
2	2	[('amp hib ians', -0.9330869987607002)]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?', 'What was the longest war in U.S. history ?', 'What is the function of RAM ?']
3	3	[('x - ray', -0.261077880859375)]	"['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?', ""What was the date of CNN 's first broadcast ?"", 'Who was Secretary of State during the Nixon administration ?', 'Who does the voices of the Simpsons ?']"
3	3	[]	"['What was the longest war in U.S. history ?', 'Who does the voices of the Simpsons ?', 'When was the Bill of Rights ratified ?', ""What was the date of CNN 's first broadcast ?"", 'Who was Secretary of State during the Nixon administration ?']"
2	2	[]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?', 'What was the longest war in U.S. history ?', 'When is the Tulip Festival in Michigan ?']
2	2	[]	['What was the longest war in U.S. history ?', 'What is the largest county in size in Massachusetts ?', 'What is the nature of learning ?', 'What is the population of Ohio ?', 'What does it take to become a lawyer ?']
2	2	[('engine s', -0.7292863726615906), ('in engine s', -0.7796092331409454)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'What does caliente mean , in English ?', 'What is a fear of odors , body , ?', 'Where was the Ligurian Republic , 1797-185 , ?']
5	5	[]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
4	4	[('of Yu', -0.6078700721263885), ('the capital', -0.6333275139331818)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
4	4	[('is Milan', -0.6593506038188934), ('Where is Milan', -0.6892714500427246)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
5	5	[('hum ming bird s', -0.3294539451599121), ('ming bird s', -0.4736344814300537), ('bird s', -0.6451539397239685)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'How long is the Coney Island boardwalk ?', 'What kind of animals were in the Paleozoic era ?']
4	4	[('the United States', -0.5794272422790527), ('in the United States', -0.6105988025665283)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What sound does Olympia , Washington , overlook ?']
4	4	[('North Da kota', -0.6573285460472107), ('Farg o', -0.7473118901252747), ('What river', -0.7596301436424255), ('head  , Minnesota', -0.7813421189785004)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?']
1	1	[('bat s', -0.7796497344970703)]	"['What type of food makes you fat ?', ""What 's the dumbest domesticated animal ?"", 'What animals can live the longest without food ?', ""What was the date of CNN 's first broadcast ?"", 'Who owns the rights on a TV program ?']"
4	4	[('the Battle', -0.6514534652233124), ('Big horn', -0.6871233880519867), ('of Big horn', -0.7260806858539581), ('take place in', -0.7353620529174805)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
3	3	[('Who was Abraham Lincoln', -0.18897873163223267), ('was Abraham Lincoln', -0.32226884365081787), ('Abraham Lincoln', -0.5079127848148346)]	"['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?', ""What was the date of CNN 's first broadcast ?"", 'Who was Secretary of State during the Nixon administration ?', 'Who does the voices of the Simpsons ?']"
1	1	[]	"['Who owns the rights on a TV program ?', 'What type of food makes you fat ?', 'How does marijuana lead to other drugs ?', 'What was the alternate to VHS ?', ""What was the date of CNN 's first broadcast ?""]"
2	2	[]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?', 'What was the longest war in U.S. history ?', 'What is the function of RAM ?']
5	5	[('John Len', -0.5706890225410461)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
4	4	[('from Asia', -0.5423682630062103)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
5	5	[('the population', -0.5818782448768616), ('of Seattle', -0.6069905459880829)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
5	5	[('for the Titanic', -0.3276485800743103), ('the Titanic', -0.5483868420124054), ('a ticket', -0.5793309509754181)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
4	4	[('in the world', -0.649453192949295), ('the world', -0.6569002866744995)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What sound does Olympia , Washington , overlook ?']
3	3	[('West Side Story', -0.19077783823013306), ('West Side', -0.39412564039230347), ('the music', -0.4044623374938965)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What is a fear of odors , body , ?']
4	4	[('the America', -0.6769172847270966), ('of the America', -0.7105075418949127)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
2	2	[('the pH scale', -0.9267220720648766), ('is the pH scale', -0.964994627982378)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?', 'What is the Pennsylvania state income tax rate ?']
1	1	[('is used in Australia', -0.36173784732818604), ('used in Australia', -0.5126531720161438), ('of currency', -0.5971850156784058), ('What type', -0.6055669486522675), ('in Australia', -0.6553169190883636)]	"['What are bear and bull markets ?', 'Who owns the rights on a TV program ?', 'How do you do a topic outline ?', ""What was the date of CNN 's first broadcast ?"", 'What was the alternate to VHS ?']"
5	5	[('the Gateway Arch', -0.34496545791625977), ('St . Louis', -0.36159974336624146)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
5	5	[('we igh', -0.584297388792038)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
3	3	[('of Alaska', -0.513532966375351)]	"['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?', 'Who was Secretary of State during the Nixon administration ?', 'Who was the 3rd president of the United States ?', ""What was the date of CNN 's first broadcast ?""]"
2	2	[('a pris m', -0.9348135739564896), ('is a pris m', -0.977691762149334)]	['What is the nature of learning ?', 'What does it take to become a lawyer ?', 'What is the function of RAM ?', 'What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?']
3	3	[('of South Africa', -0.23031949996948242), ('South Africa', -0.4251481890678406), ('in 1994', -0.4356089234352112)]	"['When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?', 'Who was Secretary of State during the Nixon administration ?', 'What is the text of the Fifth Amendment ?', ""What was the date of CNN 's first broadcast ?""]"
5	5	[('the population', -0.5760006904602051), ('of China', -0.6276707351207733)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
5	5	[]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
2	2	[]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'What does caliente mean , in English ?', 'What is a fear of odors , body , ?', 'What D.H. Lawrence novel was originally titled Tenderness ?']
2	2	[]	['What is the nature of learning ?', 'What does it take to become a lawyer ?', 'What is the largest county in size in Massachusetts ?', 'What is the function of RAM ?', 'What is the population of Ohio ?']
3	3	[]	"['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?', 'Who was Secretary of State during the Nixon administration ?', ""What was the date of CNN 's first broadcast ?"", 'Who was the 3rd president of the United States ?']"
2	2	[]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?', 'What was the longest war in U.S. history ?', 'What is the function of RAM ?']
4	4	[('come from', -0.7125294506549835), ('Po nce de Leon', -0.8096731901168823)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
1	1	[('during which war', -0.49948111176490784), ('d paper currency', -0.509985625743866), ('during which', -0.5675150156021118)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What does U.S.S.R. stand for ?', 'What is a fear of odors , body , ?']
2	2	[('desktop publish ing', -0.915928453207016)]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?', 'What does it take to become a lawyer ?', 'What is the function of RAM ?']
5	5	"[(""the sun ' s"", -0.3679518699645996)]"	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What is a fear of odors , body , ?']
5	5	[('join the United Nations', -0.21521788835525513), ('the United Nations', -0.3883451819419861)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
3	3	[('in the US', -0.21571940183639526), ('the US', -0.3319798707962036)]	"['Name a South African diamond producer ?', 'What is the location of Edinburgh , Scotland ?', 'Where can one find Rider College ?', ""Where 's the Bernini-Bristol Hotel ?"", 'Who owns the St. Louis Rams ?']"
4	4	[('Prince Edward', -0.6931544840335846), ('Prince Edward Island', -0.7238108515739441)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
5	5	[('was it discovered', -0.3751083016395569), ('what year', -0.6305014193058014)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What is a fear of odors , body , ?']
2	2	[('cry ogen ics', -0.9116436988115311), ('is cry ogen ics', -0.964331679046154)]	['What is the largest county in size in Massachusetts ?', 'What is the nature of learning ?', 'What is the population of Ohio ?', 'What was the longest war in U.S. history ?', 'When is the Tulip Festival in Michigan ?']
2	2	[]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What was the longest war in U.S. history ?', 'What is the population of Ohio ?', 'What is the function of RAM ?']
5	1	[('baseball - winning', -0.7464835345745087)]	"[""What 's the third month of the Gregorian calendar ?"", 'How long is the Coney Island boardwalk ?', 'How do you do a topic outline ?', 'What is the population of Arcadia , Florida ?', 'When is the Tulip Festival in Michigan ?']"
2	2	[('ne ur ology', -0.9331706538796425), ('is ne ur ology', -0.9786644279956818)]	['What is the nature of learning ?', 'What is the largest county in size in Massachusetts ?', 'What is the population of Ohio ?', 'What is the function of RAM ?', 'What was the longest war in U.S. history ?']
