predicted_labels	true_labels	lil_interpretations	gil_interpretations
11	11	"[('2 weeks', -0.9845150737091899), ('do i do', -0.9928380097262561), ('2 weeks ago', -0.993364155292511), (""isn ' t here"", -0.9966359215322882)]"	['daughter needs card, how do i add her', 'My card did not work at store']
11	11	[('arrived yet', -0.983602199703455), ('is it', -0.9839262682944536), ('has not arrived yet', -0.997506175772287)]	"[""I can't seem to use my card. Can you help?"", 'My card was declined but it shows as multiple charges?']"
11	11	[('mail ##ed', -0.9858490787446499), ('my card', -0.9862565193325281), ('was mail ##ed', -0.9948516390286386), ('that was mail ##ed', -0.9977555886143818)]	"[""I can't seem to use my card. Can you help?"", 'I had a card payment that was declined.  Why?']"
11	11	[('my card delivery', -0.9912953488528728), ('received it yet', -0.9919778308831155)]	"['My card was declined but it shows as multiple charges?', ""I made a transfer but my balance hasn't been updated""]"
11	11	[('so long', -0.9732780810445547), ('my new card', -0.979989901650697), ('taking so long', -0.9800585641060024), ('of my new card', -0.9819194619194604)]	"['My card was declined but it shows as multiple charges?', ""I've never been to that store.  That's a fraudulent charge""]"
11	11	[('a week', -0.9818554669618607), ('do i do', -0.989569278433919), ('a week ago', -0.9903189656324685), ('what do i do', -0.9932027168106288), ('s still not here', -0.993616673455108)]	"[""Why couldn't I make a withdrawal from the ATM?"", ""How do I close my account, since I'm dissatisfied?""]"
11	11	[('the card', -0.9818732012063265), ('the card you', -0.9932141117751598)]	"[""I can't seem to use my card. Can you help?"", ""I'm in China and need a new card. Please help""]"
11	11	[('arrived yet', -0.9843002073466778)]	['what are limits to top up', 'daughter needs card, how do i add her']
11	11	[('my new card', -0.9942834344692528), ('received it yet', -0.9948908826336265)]	"[""I can't seem to use my card. Can you help?"", ""I'm in China and need a new card. Please help""]"
11	11	[('will arrive', -0.8503290992230177), ('my card', -0.852519329637289)]	"[""I tried to make a transfer and it didn't work"", 'The date my card expires is coming up']"
11	11	[('be delivered', -0.9838470676913857), ('my card', -0.9843714805319905), ('to be delivered', -0.994022527942434)]	"[""I tried to make a transfer and it didn't work"", 'what are limits to top up']"
11	11	[('a way', -0.9826825745403767), ('you sent', -0.9834203198552132), ('the card', -0.9838918689638376), ('to it', -0.9847357720136642), ('track to it', -0.9941229992546141)]	"[""I can't seem to use my card. Can you help?"", ""I'm in China and need a new card. Please help""]"
11	11	[('a card', -0.9824603702872992), ('received it', -0.9836436128243804), ('two weeks', -0.9844128414988518), ('can i do', -0.987766420468688), ('ordered a card', -0.9902567306999117)]	"[""I can't seem to use my card. Can you help?"", ""I've never been to that store.  That's a fraudulent charge""]"
11	11	"[('my card', -0.9806132614612579), ('is lost', -0.9815406268462539), ('my card is lost', -0.9938914342783391), (""hasn ' t arrived"", -0.9941827647271566)]"	['what are limits to top up', 'daughter needs card, how do i add her']
11	11	[('tracking info', -0.8679286167025566)]	"[""I'm still waiting on my new card to be delivered!"", ""I can't seem to use my card. Can you help?""]"
11	11	[('you sent', -0.9845437174662948), ('the card', -0.9847338777035475), ('the card you sent', -0.9976433247793466)]	"[""I can't seem to use my card. Can you help?"", ""I'm in China and need a new card. Please help""]"
11	11	[('sent me', -0.9845043253153563), ('the card', -0.9853164991363883), ('you sent me', -0.9946719035506248)]	"[""I can't seem to use my card. Can you help?"", 'I had a card payment that was declined.  Why?']"
13	13	[('the app', -0.9593818746507168), ('on the app', -0.9658201057463884)]	"[""I tried to top up, but it didn't finish"", ""I don't want to give you all my identify details""]"
13	13	[('my card', -0.9580203630030155), ('##ivate my card', -0.9675221107900143)]	"[""I tried to top up, but it didn't finish"", ""I don't want to give you all my identify details""]"
13	13	[('the new card', -0.9608889669179916)]	"[""I tried to top up, but it didn't finish"", ""I tried activating my card and it didn't work""]"
13	13	[('the app', -0.9468016177415848), ('my card', -0.9521876946091652), ('in the app', -0.9561033509671688), ('received my card', -0.9562788903713226)]	"[""I tried to top up, but it didn't finish"", 'I goofed up and used the wrong account.  Please help']"
13	13	[('i already have', -0.954970259219408), ('that i already have', -0.9692554008215666)]	"[""I tried to top up, but it didn't finish"", 'I goofed up and used the wrong account.  Please help']"
13	13	[('the app', -0.953764297068119), ('my new card', -0.9614411666989326), ('in the app', -0.9650310687720776), ('do i do', -0.9663247913122177)]	"[""I tried to top up, but it didn't finish"", 'I goofed up and used the wrong account.  Please help']"
13	13	[('the app', -0.9448457509279251), ('to the app', -0.9545053914189339)]	"[""I tried to top up, but it didn't finish"", ""Can you tell me why I can't make any transactions?""]"
13	13	[('my account', -0.9533593952655792), ('to my account', -0.9638930801302195)]	"[""I tried to top up, but it didn't finish"", ""I'd like to know where my funds come from""]"
13	13	[('found it', -0.9585474357008934), ('the system', -0.9635489583015442), ('into the system', -0.9744772501289845), ('back into the system', -0.9848673734813929)]	"[""I tried to top up, but it didn't finish"", ""I tried activating my card and it didn't work""]"
13	13	[('your cards', -0.9494388438761234), ('link it', -0.9556610621511936), ('of your cards', -0.9601235836744308), ('do i link it', -0.9789942540228367)]	"[""I tried to top up, but it didn't finish"", ""I tried activating my card and it didn't work""]"
13	13	[('a new card', -0.9573794938623905)]	"[""I tried to top up, but it didn't finish"", ""I don't want to give you all my identify details""]"
13	13	[('an existing card', -0.9549400731921196)]	"[""I tried to top up, but it didn't finish"", 'I goofed up and used the wrong account.  Please help']"
13	13	[('have one already', -0.9675223417580128), ('i have one already', -0.9793084263801575)]	"[""I tried to top up, but it didn't finish"", ""If my top-up didn't transfer, what went wrong?""]"
13	13	[('the app', -0.947656188160181), ('to the app', -0.9619963802397251)]	"[""I tried to top up, but it didn't finish"", 'I goofed up and used the wrong account.  Please help']"
13	13	[('my new card', -0.9583041816949844)]	"[""I tried to top up, but it didn't finish"", ""I don't want to give you all my identify details""]"
13	13	[('mis ##placed', -0.9531508572399616), ('reactive it', -0.9629626050591469), ('i mis ##placed', -0.9632331877946854), ('do that', -0.9641525074839592), ('to reactive it', -0.9687202647328377)]	"[""I don't want to give you all my identify details"", ""Can you tell me why I can't make any transactions?""]"
13	13	[('i already have', -0.9550926238298416), ('that i already have', -0.9703294429928064)]	"[""I tried to top up, but it didn't finish"", ""I tried activating my card and it didn't work""]"
13	13	[('the app', -0.947378396987915), ('in the app', -0.9553665444254875), ('received in the app', -0.9680036287754774)]	"[""I tried to top up, but it didn't finish"", ""I tried activating my card and it didn't work""]"
13	13	[('the website', -0.9604682885110378), ('my card', -0.9644319154322147), ('on the website', -0.9710850287228823), ('link my card', -0.9738943129777908), ('to link my card', -0.9836790254339576)]	"[""I tried to top up, but it didn't finish"", 'need help with google pay top up']"
13	13	[('the app', -0.9577019773423672), ('my card', -0.9583432637155056), ('found my card', -0.9679627791047096), ('to the app', -0.9703409094363451)]	"[""I tried to top up, but it didn't finish"", 'I goofed up and used the wrong account.  Please help']"
13	13	[('with you', -0.9597976244986057), ('my credit card', -0.9722294937819242)]	"[""I don't want to give you all my identify details"", ""I tried activating my card and it didn't work""]"
13	13	[('my card', -0.9497793689370155), ('the app', -0.9504679180681705), ('received my card', -0.9574944339692593), ('to the app', -0.9638432636857033)]	"[""I tried to top up, but it didn't finish"", ""I tried activating my card and it didn't work""]"
13	13	[('my card', -0.9552854746580124), ('##ivate it', -0.958807323127985), ('found my card', -0.960773479193449), ('react ##ivate it', -0.9635998010635376), ('to react ##ivate it', -0.9727811645716429)]	"[""I tried to top up, but it didn't finish"", ""I don't want to give you all my identify details""]"
13	13	[('this new card', -0.9608820788562298)]	"[""I tried to top up, but it didn't finish"", ""I don't want to give you all my identify details""]"
13	13	[('this morning', -0.9521186985075474), ('my jacket pocket', -0.9563873261213303), ('in my jacket pocket', -0.966643426567316)]	"[""I tried to top up, but it didn't finish"", ""I don't want to give you all my identify details""]"
13	13	[('already existing', -0.942474614828825)]	"[""I tried to top up, but it didn't finish"", ""I don't want to give you all my identify details""]"
13	13	[('the card', -0.7942065596580505), ('i received', -0.7942963596433401), ('the card i received', -0.8041534423828125)]	"[""I can't seem to use my card. Can you help?"", ""I can't find my card! Can you help?""]"
13	13	[('i already have', -0.9586416743695736)]	"[""I tried to top up, but it didn't finish"", ""I don't want to give you all my identify details""]"
13	13	[('do it', -0.949623879045248), ('my card', -0.9564070552587509), ('link my card', -0.9619271047413349), ('do i do it', -0.9717413708567619), ('to link my card', -0.9727783650159836)]	"[""I tried to top up, but it didn't finish"", 'I goofed up and used the wrong account.  Please help']"
13	13	[('my card', -0.9614696800708771), ('link my card', -0.9747616499662399), ('to link my card', -0.9850090779364109)]	"[""I tried to top up, but it didn't finish"", ""I tried activating my card and it didn't work""]"
13	13	[('my new card', -0.9615035131573677)]	"[""I tried activating my card and it didn't work"", ""I tried to top up, but it didn't finish""]"
13	13	[('the app', -0.9645601958036423), ('with the app', -0.9713839255273342), ('my old card', -0.9760683141648769), ('usable with the app', -0.980148434638977)]	"[""I'd like to know where my funds come from"", ""Can you tell me why I can't make any transactions?""]"
13	13	[('i lost', -0.9531230293214321), ('thought i lost', -0.9588774666190147), ('i thought i lost', -0.9693641327321529)]	"[""I tried to top up, but it didn't finish"", 'I goofed up and used the wrong account.  Please help']"
13	13	[]	"[""I tried to top up, but it didn't finish"", 'I goofed up and used the wrong account.  Please help']"
13	13	[('the app', -0.9514345414936543), ('in the app', -0.9664328992366791), ('my card info', -0.9741810206323862), ('enter my card info', -0.9829227859154344)]	"[""I tried to top up, but it didn't finish"", ""Can you tell me why I can't make any transactions?""]"
13	13	[('a way', -0.9613989032804966), ('my account', -0.9642460085451603), ('my app', -0.96490672044456), ('the card', -0.9660705998539925), ('through my app', -0.9727994240820408)]	"[""I don't want to give you all my identify details"", ""I tried to top up, but it didn't finish""]"
13	13	[('my jacket', -0.955725185573101), ('was previously lost', -0.9582798592746258), ('this morning', -0.9582976475358009), ('my card', -0.9607732892036438), ('in my jacket', -0.9645733796060085)]	"[""I tried to top up, but it didn't finish"", ""I don't want to give you all my identify details""]"
13	13	[('your cards', -0.9489635564386845), ('link them', -0.9538756646215916), ('of your cards', -0.9613956101238728), ('do i link them', -0.9807409662753344)]	"[""I tried to top up, but it didn't finish"", ""I tried activating my card and it didn't work""]"
13	13	[('my replacement card', -0.9657169245183468)]	"[""I tried to top up, but it didn't finish"", ""I don't want to give you all my identify details""]"
13	13	[('my account', -0.9514752961695194), ('to my account', -0.9639242682605982)]	"[""I couldn't transfer money to a beneficiery"", ""I tried to top up, but it didn't finish""]"
32	32	[('your exchange rates', -0.997326203272678)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('do you offer', -0.9958811330143362)]	['What, if any, is the limit  for auto top-up?', 'With this app, will I be able to exchange currency?']
32	32	[('your exchange rates', -0.4305300693376921)]	['As far as courtries go which ones are supported?', 'What is the exchange rate for EUR?']
32	32	[('your exchange rate', -0.9962096887174994), ('acquire your exchange rate', -0.9981013421493117)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('the exchange rate', -0.9972257290501148)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('how often', -0.9886943912133574), ('your exchange rates', -0.996419592644088)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('the exchange', -0.9898662827908993), ('is the exchange', -0.9966692482121289)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('exchange rates', -0.9918353296816349)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('exchange rates', -0.9906548336148262), ('exchange rates based', -0.996531174518168)]	"[""why hasn't a transaction to a friend cleared yet?"", 'What, if any, is the limit  for auto top-up?']"
32	32	[('are exchange', -0.9882508013397455), ('what are exchange', -0.9962344318628311)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('to me', -0.5244210774544626), ('exchange rate', -0.5246241023996845)]	['What is the exchange rate for EUR?', 'Which flat currencies are supported for holding and exchange?']
33	32	[('to exchange', -0.9772084727883339)]	"[""How do I dispute a debit that I didn't make?"", 'Whats the transfer process']"
32	32	[('this app', -0.3825556330848485), ('on this app', -0.3836452819232363), ('like on this app', -0.383892355763237)]	['What are all of the different steps for identity checks?', 'What is the exchange rate for EUR?']
32	32	[('exchange rates', -0.9920041221193969), ('of exchange rates', -0.9970766814658418)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('your exchange rates', -0.5843297560350038)]	['What is the significance of verifying the top-up?', 'What fiat currencies are used with holdings and exchanges?']
17	32	[]	['How do I start an exchange between GBP and AUD?', 'Which flat currencies are supported for holding and exchange?']
32	32	[('##rre ##ncies', -0.21726955578196794), ('calculated in', -0.21771549992263317), ('an exchange rate', -0.2187800450483337)]	['What fiat currencies are used with holdings and exchanges?', 'Which flat currencies are supported for holding and exchange?']
32	32	[]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('the exchange rates', -0.99711835058406), ('of the exchange rates', -0.9983652169175912)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('do you use', -0.9971246585482731)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('the exchange rates', -0.9966993600828573), ('the exchange rates are', -0.9982098468753975)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('foreign exchange', -0.9907764354720712), ('will you use', -0.9966806654119864)]	['What, if any, is the limit  for auto top-up?', 'With this app, will I be able to exchange currency?']
32	32	[('the exchange rate', -0.9943174882791936), ('with the exchange rate', -0.9956986879114993)]	['With this app, will I be able to exchange currency?', 'What, if any, is the limit  for auto top-up?']
32	32	[('would be', -0.9917725534178317)]	['What, if any, is the limit  for auto top-up?', 'With this app, will I be able to exchange currency?']
32	32	[]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('the exchange rate', -0.9970703993458301)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('come from', -0.9854241292923689)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('your exchange rates', -0.9968004050897434)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[]	['What, if any, is the limit  for auto top-up?', 'With this app, will I be able to exchange currency?']
32	32	[('your exchange rates', -0.996468705823645), ('getting your exchange rates', -0.9984625185607001)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('foreign exchange', -0.9915664261206985)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[]	"[""why hasn't a transaction to a friend cleared yet?"", 'What, if any, is the limit  for auto top-up?']"
32	32	[('my money', -0.9888433590531349), ('foreign exchange', -0.9895204659551382), ('exchange my money', -0.9963036857079715), ('foreign exchange rate', -0.996616565156728), ('i exchange my money', -0.9979245081776753)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('foreign exchange', -0.9900431046262383)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
32	32	[('the rate', -0.9858996523544192)]	['What, if any, is the limit  for auto top-up?', 'With this app, will I be able to exchange currency?']
32	32	[('for me', -0.9892935482785106)]	"['What, if any, is the limit  for auto top-up?', ""why hasn't a transaction to a friend cleared yet?""]"
17	17	[('the rate', -0.9641442820429802), ('the rate applied', -0.9671975299715996), ('a foreign currency', -0.9718246962875128), ('the rate applied is', -0.9731618985533714)]	"[""The transfer I made isn't reflected in my balance"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('should of been', -0.9515666048973799), ('a currency exchange', -0.9532499574124813), ('i should of been', -0.9579535592347383)]	['When I exchanged currencies the value of my money changed', 'How do I change my AUD into GBP?']
17	17	[]	"[""The transfer I made isn't reflected in my balance"", ""What happens when a beneficiary can't receive my transfer?""]"
17	17	[('the country', -0.9610209837555885), ('outside the country', -0.9632631652057171), ('something outside the country', -0.9681145064532757)]	"[""Isn't my top-up supposed to mean its complete?"", ""The transfer I made isn't reflected in my balance""]"
17	17	[('is wrong', -0.9628340303897858), ('my purchase', -0.9628392457962036), ('on my purchase', -0.9701967239379883)]	"[""The transfer I made isn't reflected in my balance"", ""Isn't my top-up supposed to mean its complete?""]"
17	17	[('too low', -0.9693251345306635), ('is too low', -0.9750313386321068), ('the right exchange rate', -0.9829144915565848)]	"[""Isn't my top-up supposed to mean its complete?"", ""I deposited a cheque but the cash hasn't arrived yet""]"
17	17	[('bought something', -0.9578520059585571), ('looks wrong', -0.9640877954661846), ('the exchange rate', -0.9701043292880058)]	"[""The transfer I made isn't reflected in my balance"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('my foreign purchase', -0.9667300023138523), ('to my foreign purchase', -0.9747927226126194)]	"[""The transfer I made isn't reflected in my balance"", ""Isn't my top-up supposed to mean its complete?""]"
17	17	[('the rate', -0.9632523134350777), ('is wrong', -0.9654614478349686), ('the rate applied', -0.9670191593468189), ('a foreign currency', -0.9724204279482365)]	"[""The transfer I made isn't reflected in my balance"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('too much', -0.9664613455533981), ('went wrong', -0.9668786264955997), ('uk pounds', -0.9669389761984348), ('russian rub ##le', -0.9709346387535334), ('charged too much', -0.9719548895955086)]	"['When I exchanged currencies the value of my money changed', ""Isn't my top-up supposed to mean its complete?""]"
17	17	[('i bought', -0.9611053094267845), ('an item', -0.9642078578472137), ('that i bought', -0.9672768004238605)]	"[""The transfer I made isn't reflected in my balance"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('my card payment', -0.9573831036686897), ('for my card payment', -0.9639238007366657)]	"[""The transfer I made isn't reflected in my balance"", ""Isn't my top-up supposed to mean its complete?""]"
17	17	[('bought something', -0.9584365598857403), ('i bought something', -0.9635599888861179), ('a currency exchange', -0.9686511438339949), ('when i bought something', -0.9725950118154287), ('for a currency exchange', -0.975326282903552)]	"[""The transfer I made isn't reflected in my balance"", ""Isn't my top-up supposed to mean its complete?""]"
17	17	[('purchase something abroad', -0.9481249004602432), ('i purchase something abroad', -0.9599703513085842)]	"[""The transfer I made isn't reflected in my balance"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('an item', -0.9589536786079407), ('the exchange rate', -0.969767302274704), ('was not correct', -0.9719193167984486)]	"[""The transfer I made isn't reflected in my balance"", ""Isn't my top-up supposed to mean its complete?""]"
17	17	[('bought something overseas', -0.9640857093036175), ('my statement', -0.9648261442780495), ('on my statement', -0.9702848941087723), ('the wrong exchange rate', -0.9771099220961332), ('is on my statement', -0.9778297729790211)]	"[""The transfer I made isn't reflected in my balance"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('my transaction', -0.954702440649271), ('last saturday', -0.9549982510507107), ('charged extra', -0.9570485316216946), ('been wrong', -0.9575613141059875), ('got charged extra', -0.9617515504360199)]	"[""I couldn't transfer money to a beneficiery"", ""After my checque or cash deposit, my balance didn't update""]"
17	17	[('my card payment', -0.9686046745628119), ('for my card payment', -0.9772102199494839)]	"[""Isn't my top-up supposed to mean its complete?"", ""The transfer I made isn't reflected in my balance""]"
34	17	[('charged more', -0.9705284852534533)]	"[""I didn't do a payment and I have it now"", 'Is my transfer pending?']"
17	17	[('an item', -0.9605391956865788), ('was given', -0.964687030762434), ('purchased an item', -0.9652781561017036), ('was incorrect', -0.9672264009714127), ('i was given', -0.9715082924813032)]	"[""The transfer I made isn't reflected in my balance"", ""Isn't my top-up supposed to mean its complete?""]"
17	17	[('is correct', -0.9665045775473118)]	"[""The transfer I made isn't reflected in my balance"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('last saturday', -0.9443787336349487), ('charged extra', -0.9476328194141388), ('was charged extra', -0.9482938013970852), ('the right exchange rate', -0.95255471393466)]	"[""I couldn't transfer money to a beneficiery"", ""The transfer I made isn't reflected in my balance""]"
17	17	[('a purchase', -0.9490880519151688), ('on a purchase', -0.9506679028272629)]	"[""The transfer I made isn't reflected in my balance"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('is incorrect', -0.9647175930440426)]	"[""The transfer I made isn't reflected in my balance"", ""I won't be pleased unless I get a Mastercard""]"
17	17	[('last saturday', -0.9507160186767578), ('my payment', -0.9529856294393539), ('was wrong', -0.9592728950083256), ('exchange rate', -0.9593002758920193), ('exchange rate was wrong', -0.9741971772164106)]	"[""The transfer I made isn't reflected in my balance"", ""I won't be pleased unless I get a Mastercard""]"
17	17	[('on this', -0.8472100887447596), ('seems off on this', -0.858781237155199)]	"[""why hasn't a transaction to a friend cleared yet?"", 'With this app, will I be able to exchange currency?']"
17	17	[('purchased an', -0.9509494788944721), ('i purchased an', -0.957203172147274), ('to me', -0.9612183459103107), ('after i purchased an', -0.9641023203730583), ('given to me', -0.9683539178222418)]	"[""The transfer I made isn't reflected in my balance"", ""Isn't my top-up supposed to mean its complete?""]"
32	17	[('is right', -0.6949164355173707)]	"[""In the app, I see a withdrawal I didn't make"", ""Why can't I edit my personal details?""]"
17	17	[('my exchange', -0.9633711241185665), ('uk pounds', -0.965486541390419), ('russian rub ##le', -0.9676588624715805), ('with my exchange', -0.9677276834845543), ('to uk pounds', -0.9712880607694387)]	"[""After my checque or cash deposit, my balance didn't update"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('an item', -0.9635313041508198), ('an item i', -0.968328945338726), ('for an item i', -0.9763408582657576)]	"[""The transfer I made isn't reflected in my balance"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('my card payments', -0.9599399864673615), ('is incorrect', -0.9606531299650669), ('for my card payments', -0.9659635201096535)]	"['When I exchanged currencies the value of my money changed', ""What happens when a beneficiary can't receive my transfer?""]"
17	17	[('with a', -0.9672745019197464), ('##ieg ##n currency', -0.9721215330064297), ('for ##ieg ##n currency', -0.9791914951056242)]	"[""The transfer I made isn't reflected in my balance"", ""Isn't my top-up supposed to mean its complete?""]"
17	17	[('foreign currency', -0.9596201479434967), ('is incorrect', -0.9624955765902996), ('in foreign currency', -0.9634372144937515), ('the exchange rate', -0.9672477915883064)]	"[""The transfer I made isn't reflected in my balance"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('my foreign', -0.9636530689895153), ('in my foreign', -0.9733237326145172), ('used in my foreign', -0.9814005829393864)]	"[""The transfer I made isn't reflected in my balance"", 'When I exchanged currencies the value of my money changed']"
17	17	[('an item', -0.9664212018251419), ('i recently bought', -0.9705162979662418)]	"[""Isn't my top-up supposed to mean its complete?"", ""I couldn't transfer money to a beneficiery""]"
17	17	[('i bought', -0.9632014036178589), ('an item', -0.9669339880347252), ('an item i bought', -0.9798785205930471)]	"[""I couldn't transfer money to a beneficiery"", ""Isn't my top-up supposed to mean its complete?""]"
32	17	[('my transaction', -0.9789220541715622), ('to my transaction', -0.9857093014288694), ('applied to my transaction', -0.9874758171208669)]	"[""why hasn't a transaction to a friend cleared yet?"", 'What, if any, is the limit  for auto top-up?']"
17	17	[('my card', -0.9617120027542114), ('for my card', -0.9707131758332253)]	"[""Isn't my top-up supposed to mean its complete?"", ""I couldn't transfer money to a beneficiery""]"
