predicted_labels	true_labels	lil_interpretations	gil_interpretations
4	4	[('in 1900', -0.7965481877326965), ('a world fair', -0.8780057057738304)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What college enlivens Hanover , New Hampshire ?', 'What is a fear of odors , body , ?', 'What does caliente mean , in English ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What prison is found in Ossining , New York ?', 'What sound does Olympia , Washington , overlook ?']
3	3	"[('on a di me', -0.2497025728225708), ('a di me', -0.3853936195373535), (""' s"", -0.5451158881187439)]"	"['Who does the voices of the Simpsons ?', 'When was the Bill of Rights ratified ?', 'What is the text of the Fifth Amendment ?', 'Who was Secretary of State during the Nixon administration ?', 'What was the longest war in U.S. history ?', 'How long is the Coney Island boardwalk ?', 'What type of bridge is the Golden Gate Bridge ?', 'Who was The Pride of the Yankees ?', 'Where did the Wright brothers make their first flight ?', ""What was the date of CNN 's first broadcast ?""]"
5	5	[('a Yellow Lab rador', -0.15078681707382202)]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What sound does Olympia , Washington , overlook ?', 'What is a fear of odors , body , ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What college enlivens Hanover , New Hampshire ?', 'What prison is found in Ossining , New York ?', 'Where is the actress , Marion Davies , buried ?']
3	3	[('across the Pacific Ocean', -0.22001302242279053), ('the Pacific Ocean', -0.34333497285842896)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What does caliente mean , in English ?', 'What does U.S.S.R. stand for ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'What are Cobol , Fortran , and Pascal ?']
5	5	[('become a state', -0.49703842401504517), ('a state', -0.6644262075424194)]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What is a fear of odors , body , ?', 'What sound does Olympia , Washington , overlook ?', 'What prison is found in Ossining , New York ?', 'What college enlivens Hanover , New Hampshire ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'Which U.S. President is buried in Washington , D.C. ?']
5	5	[('for cri cket s', -0.432523250579834), ('cri cket s', -0.589657723903656), ('an cy', -0.7017712295055389)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What does U.S.S.R. stand for ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'What does caliente mean , in English ?', 'Which U.S. President is buried in Washington , D.C. ?']
1	1	[('mel ting', -0.5456728935241699)]	"['How do you do a topic outline ?', 'What type of food makes you fat ?', 'Who owns the rights on a TV program ?', 'What is the population of Arcadia , Florida ?', 'What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?', 'What is the text of the Fifth Amendment ?', 'What does the name Gina mean ?', 'What is the largest shopping mall in the world ?', ""What 's the most common street name in America ?""]"
3	3	[('against poli o', -0.3409993052482605), ('poli o', -0.5300875306129456)]	['What is the text of the Fifth Amendment ?', 'Who does the voices of the Simpsons ?', 'When was the Bill of Rights ratified ?', 'Who was Secretary of State during the Nixon administration ?', 'What was the longest war in U.S. history ?', 'How long is the Coney Island boardwalk ?', 'How much did the Iran-Contra investigation cost ?', 'Who was The Pride of the Yankees ?', 'Where did the Wright brothers make their first flight ?', 'How many colonies were involved in the American Revolution ?']
2	2	[('epi le psy', -0.8637595027685165), ('is epi le psy', -0.9180442839860916)]	['When is the Tulip Festival in Michigan ?', 'What is the theory of equivalence states ?', 'How do you clean an LCD monitor screen ?', 'Who created the character of Scrooge ?', 'How does an ion drive work ?', 'What are the living conditions in Cuba ?', 'What is the nature of learning ?', 'What is the function of RAM ?', 'What are the current immigration laws in US ?', 'What is the formula to calculate pi ?']
5	5	[('sin k', -0.608479231595993), ('the Titanic', -0.6130498647689819)]	['Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What is a fear of odors , body , ?', 'What prison is found in Ossining , New York ?', 'What does U.S.S.R. stand for ?', 'What sound does Olympia , Washington , overlook ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'What college enlivens Hanover , New Hampshire ?']
3	3	[('to walk in space', -0.20999675989151), ('walk in space', -0.356925904750824), ('in space', -0.5306443274021149)]	['Who was Secretary of State during the Nixon administration ?', 'What is the text of the Fifth Amendment ?', 'Who does the voices of the Simpsons ?', 'When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?', 'Where did the Wright brothers make their first flight ?', 'What type of bridge is the Golden Gate Bridge ?', 'Who was the 16th President of the United States ?', 'Who was chief engineer of the Starship Enterprise ?', 'How many colonies were involved in the American Revolution ?']
2	2	[('a bio sphere', -0.8668304830789566), ('is a bio sphere', -0.9253900125622749)]	"['What is the theory of equivalence states ?', 'When is the Tulip Festival in Michigan ?', 'How does an ion drive work ?', 'What is the function of RAM ?', 'How do you clean an LCD monitor screen ?', 'Who created the character of Scrooge ?', 'What is the formula to calculate pi ?', 'What is the nature of learning ?', 'What are the living conditions in Cuba ?', ""What is a `` node '' in computer terms ?""]"
4	4	[('the US', -0.7948978543281555), ('in the US', -0.8752335980534554), ('the Big Mudd', -0.8815365955233574), ('as the Big Mudd', -0.9385026320815086)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'What college enlivens Hanover , New Hampshire ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What does caliente mean , in English ?', 'What sound does Olympia , Washington , overlook ?', 'What does U.S.S.R. stand for ?']
2	2	[]	['What is the theory of equivalence states ?', 'When is the Tulip Festival in Michigan ?', 'Who created the character of Scrooge ?', 'What is the nature of learning ?', 'How do you clean an LCD monitor screen ?', 'What are the living conditions in Cuba ?', 'How does an ion drive work ?', 'What is the function of RAM ?', 'How do microwaves work ?', 'What is the meaning of thalassemia ?']
2	2	[('is cholesterol', -0.84444959461689), ('What is cholesterol', -0.9137095734477043)]	"['When is the Tulip Festival in Michigan ?', 'What is the theory of equivalence states ?', 'Who created the character of Scrooge ?', ""What is a `` node '' in computer terms ?"", 'What is the function of RAM ?', 'What are the current immigration laws in US ?', 'How can I stop or slow down aging ?', 'How do you clean an LCD monitor screen ?', 'When was the Bill of Rights ratified ?', 'What is the meaning of thalassemia ?']"
3	3	[('into sh computer', -0.36733388900756836), ('sh computer', -0.5584272742271423)]	['Who was Secretary of State during the Nixon administration ?', 'When was the Bill of Rights ratified ?', 'Who does the voices of the Simpsons ?', 'What is the text of the Fifth Amendment ?', 'What was the longest war in U.S. history ?', 'Who was The Pride of the Yankees ?', 'Who was chief engineer of the Starship Enterprise ?', 'How long is the Coney Island boardwalk ?', 'Where did the Wright brothers make their first flight ?', 'How much did the Iran-Contra investigation cost ?']
2	2	[('ca ffe ine', -0.8548133224248886), ('is ca ffe ine', -0.9193117097020149)]	['What is the theory of equivalence states ?', 'How does an ion drive work ?', 'When is the Tulip Festival in Michigan ?', 'What is the nature of learning ?', 'What are the living conditions in Cuba ?', 'How do you clean an LCD monitor screen ?', 'Who created the character of Scrooge ?', 'What is the formula to calculate pi ?', 'What is the function of RAM ?', 'What is the temperature today ?']
4	4	[('half way', -0.7423582375049591), ('North and South', -0.8354758620262146)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What is a fear of odors , body , ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What does U.S.S.R. stand for ?', 'What does caliente mean , in English ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'Which U.S. President is buried in Washington , D.C. ?']
4	4	[('John Wayne', -0.7978731393814087), ('John Wayne airport', -0.8718941062688828)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What college enlivens Hanover , New Hampshire ?', 'What prison is found in Ossining , New York ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What does caliente mean , in English ?', 'What is Head Start ?', 'What lake is Sheboygan on ?', 'What bay sparkles next to Miami , Florida ?', 'How far away is the moon ?']
4	4	[('the Philippines', -0.8059746026992798), ('is the Philippines in', -0.9440990313887596)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What sound does Olympia , Washington , overlook ?', 'What is a fear of odors , body , ?', 'What does caliente mean , in English ?', 'What college enlivens Hanover , New Hampshire ?', 'What does U.S.S.R. stand for ?', 'Which U.S. President is buried in Washington , D.C. ?']
5	5	[('at the Kentucky Derby', -0.2550860047340393), ('of the horse s', -0.28318309783935547), ('the Kentucky Derby', -0.3879953622817993), ('the horse s', -0.4102874994277954)]	['Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What college enlivens Hanover , New Hampshire ?', 'What is a fear of odors , body , ?', 'What prison is found in Ossining , New York ?', 'What race is 1 , 137 miles long ?']
4	4	[]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What college enlivens Hanover , New Hampshire ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What prison is found in Ossining , New York ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What does caliente mean , in English ?', 'What bay sparkles next to Miami , Florida ?', 'In what city does Maurizio Pellegrin now live ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What populous state covers 49 , 576 square miles ?']
2	2	[]	['What is the theory of equivalence states ?', 'Who created the character of Scrooge ?', 'How does an ion drive work ?', 'What is the nature of learning ?', 'How do you clean an LCD monitor screen ?', 'What are the living conditions in Cuba ?', 'How do microwaves work ?', 'When is the Tulip Festival in Michigan ?', 'What do Christian Scientists believe in ?', 'What is the function of RAM ?']
5	5	[('of the earth', -0.45687562227249146), ('the center', -0.5911423563957214), ('the earth', -0.6149649024009705)]	['Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Who is John Macarthur , 1767-1834 ?', 'How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What dropped 1 , 313 feet in 1980 ?', 'What prison is found in Ossining , New York ?', 'What race is 1 , 137 miles long ?']
5	5	[('ele cted as President', -0.3332081437110901), ('as President', -0.7013990879058838)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What does caliente mean , in English ?', 'What does U.S.S.R. stand for ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'Which U.S. President is buried in Washington , D.C. ?']
5	5	[('when he die d', -0.2467978596687317), ('Elvis Pres ley', -0.33395349979400635), ('he die d', -0.39915579557418823), ('die d', -0.5741600394248962)]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What sound does Olympia , Washington , overlook ?', 'What meter was invented by C.C. Magee in 1935 ?', 'Where is the actress , Marion Davies , buried ?', 'What is a fear of odors , body , ?', 'What college enlivens Hanover , New Hampshire ?', 'What prison is found in Ossining , New York ?', 'Who lives at 24 Sussex Drive , Ottawa ?']
5	5	[('from the net', -0.533363550901413), ('the service line', -0.5425602495670319), ('the net', -0.6938136518001556), ('in tennis', -0.7018190920352936)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What does U.S.S.R. stand for ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'What does caliente mean , in English ?', 'Which U.S. President is buried in Washington , D.C. ?']
5	5	[('have per day', -0.4325980544090271), ('How much', -0.5885100662708282), ('per day', -0.6100369691848755)]	['Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What prison is found in Ossining , New York ?', 'What college enlivens Hanover , New Hampshire ?', 'What sound does Olympia , Washington , overlook ?', 'Who is John Macarthur , 1767-1834 ?', 'What is a fear of odors , body , ?']
5	5	[('are there', -0.5901236236095428)]	['Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What sound does Olympia , Washington , overlook ?', 'What is a fear of odors , body , ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What prison is found in Ossining , New York ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What college enlivens Hanover , New Hampshire ?']
1	1	[('made from what plant', -0.32175666093826294), ('from what plant', -0.4197860360145569), ('called l inen', -0.5333122611045837), ('what plant', -0.5752286314964294), ('l inen', -0.7013995945453644)]	['How do you do a topic outline ?', 'What type of food makes you fat ?', 'Where in a tree does photosynthesis occur ?', 'What is the population of Arcadia , Florida ?', 'Who owns the rights on a TV program ?', 'How does marijuana lead to other drugs ?', 'When was the Bill of Rights ratified ?', 'What is the population of the United States ?', 'What was the longest war in U.S. history ?', 'What does the name Gina mean ?']
2	2	[('Te flo n', -0.8947518765926361)]	"['What is the theory of equivalence states ?', 'How does an ion drive work ?', 'When is the Tulip Festival in Michigan ?', 'How do you clean an LCD monitor screen ?', 'What is the function of RAM ?', 'What is the English meaning of caliente ?', ""What 's the Fahrenheit equivalent of zero degrees centigrade ?"", 'Who created the character of Scrooge ?', 'What is the formula to calculate pi ?', 'What are the living conditions in Cuba ?']"
2	2	[]	['What is the theory of equivalence states ?', 'Who created the character of Scrooge ?', 'How do you clean an LCD monitor screen ?', 'What is the nature of learning ?', 'How does an ion drive work ?', 'When is the Tulip Festival in Michigan ?', 'What is the function of RAM ?', 'What are the living conditions in Cuba ?', 'What is the meaning of thalassemia ?', 'What is the most common cancer ?']
2	2	[('a sham', -0.7996440529823303), ('a sham an', -0.8610399961471558), ('is a sham an', -0.9225854575634003)]	"['When is the Tulip Festival in Michigan ?', 'What is the theory of equivalence states ?', 'Who created the character of Scrooge ?', 'How do you clean an LCD monitor screen ?', 'What is the function of RAM ?', ""What is a `` node '' in computer terms ?"", 'How does an ion drive work ?', 'What is the nature of learning ?', 'What are the current immigration laws in US ?', 'How can I stop or slow down aging ?']"
1	1	[('a female wal rus', -0.2737601399421692)]	"['How do you do a topic outline ?', 'What was the longest war in U.S. history ?', ""What 's the most common surname in America ?"", 'Name a medicine commonly used to combat AIDS ?', 'When was the Bill of Rights ratified ?', 'What does the name Gina mean ?', 'What is the nickname of the Cleveland Indians ?', 'Where in a tree does photosynthesis occur ?', 'What is widely used to detect birth defects ?', 'What is the population of Arcadia , Florida ?']"
1	1	[('of tur key s', -0.22097837924957275), ('tur key s', -0.38344740867614746)]	['How do you do a topic outline ?', 'What type of food makes you fat ?', 'What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?', 'Who owns the rights on a TV program ?', 'What does the name Gina mean ?', 'What is the population of Arcadia , Florida ?', 'What is the nickname of the Cleveland Indians ?', 'What is the population of the United States ?', 'Where in a tree does photosynthesis occur ?']
5	5	[]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What is a fear of odors , body , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What does U.S.S.R. stand for ?', 'What college enlivens Hanover , New Hampshire ?', 'What D.H. Lawrence novel was originally titled Tenderness ?']
2	2	[]	['What is the theory of equivalence states ?', 'When is the Tulip Festival in Michigan ?', 'How do you clean an LCD monitor screen ?', 'Who created the character of Scrooge ?', 'How does an ion drive work ?', 'What is the nature of learning ?', 'What are the living conditions in Cuba ?', 'What is the temperature today ?', 'How do microwaves work ?', 'What is the function of RAM ?']
5	5	[('in a gall on', -0.30743175745010376), ('a gall on', -0.4400184750556946), ('a gall', -0.5941007137298584), ('How many', -0.6044214069843292)]	['Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What sound does Olympia , Washington , overlook ?', 'What prison is found in Ossining , New York ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What is a fear of odors , body , ?', 'What college enlivens Hanover , New Hampshire ?', 'Which U.S. President is buried in Washington , D.C. ?']
3	3	[('in San Francisco', -0.3498240113258362), ('the chocolate company', -0.37029600143432617), ('San Francisco', -0.5283162891864777)]	['Who does the voices of the Simpsons ?', 'When was the Bill of Rights ratified ?', 'What is the text of the Fifth Amendment ?', 'Who was Secretary of State during the Nixon administration ?', 'How long is the Coney Island boardwalk ?', 'What was the longest war in U.S. history ?', 'Where do the Grimace and Mayor McCheese live ?', 'What is the average hourly rate of American workers ?', 'How much did the Iran-Contra investigation cost ?', 'Who was chief engineer of the Starship Enterprise ?']
2	2	[('amp hib ians', -0.8761529996991158)]	['What is the theory of equivalence states ?', 'When is the Tulip Festival in Michigan ?', 'What are the living conditions in Cuba ?', 'How does an ion drive work ?', 'Who created the character of Scrooge ?', 'How do you clean an LCD monitor screen ?', 'What is the nature of learning ?', 'How do microwaves work ?', 'What exactly , specifically does sleep do for you ?', 'What is the temperature today ?']
3	3	[('x - ray', -0.341397762298584)]	['Who does the voices of the Simpsons ?', 'What is the text of the Fifth Amendment ?', 'Who was Secretary of State during the Nixon administration ?', 'When was the Bill of Rights ratified ?', 'How much did the Iran-Contra investigation cost ?', 'Who was chief engineer of the Starship Enterprise ?', 'What type of bridge is the Golden Gate Bridge ?', 'Who was The Pride of the Yankees ?', 'How long is the Coney Island boardwalk ?', 'Where did the Wright brothers make their first flight ?']
3	3	[]	"['Who does the voices of the Simpsons ?', 'When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?', 'What is the text of the Fifth Amendment ?', 'How long is the Coney Island boardwalk ?', 'Who was Secretary of State during the Nixon administration ?', 'Who played the title role in My Favorite Martian ?', 'What type of bridge is the Golden Gate Bridge ?', ""What was the date of CNN 's first broadcast ?"", 'Who was The Pride of the Yankees ?']"
2	2	[]	"['How can I stop or slow down aging ?', 'What is the theory of equivalence states ?', 'When is the Tulip Festival in Michigan ?', 'What are the current immigration laws in US ?', ""What is a `` node '' in computer terms ?"", ""What 's the Fahrenheit equivalent of zero degrees centigrade ?"", 'Who created the character of Scrooge ?', 'How do you clean an LCD monitor screen ?', 'What causes rust ?', 'What causes rust ?']"
2	2	[]	['Who created the character of Scrooge ?', 'How do you clean an LCD monitor screen ?', 'How do microwaves work ?', 'What are the current immigration laws in US ?', 'What does it take to become a lawyer ?', 'What was the longest war in U.S. history ?', 'What is the nature of learning ?', 'When is the Tulip Festival in Michigan ?', 'How can I stop or slow down aging ?', 'How does an ion drive work ?']
0	2	[('engine s', -0.9059021398425102), ('in engine s', -0.9088084697723389)]	"['What is the average hourly rate of American workers ?', 'What is the English meaning of caliente ?', 'What is the formula to calculate pi ?', 'What does the double-O indicate in 007 ?', 'How many quarters equal a pound ?', 'What does each of the utilities cost in Monopoly ?', 'What does the dot on the letter i mean ?', 'What was the 1940 annual salary for a boilermaker ?', 'What is the Pennsylvania state income tax rate ?', ""What 's the Fahrenheit equivalent of zero degrees centigrade ?""]"
5	5	[]	"['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'Where did Hillary Clinton graduate college ?', 'What TV show premiered on January 15 , 1981 ?', 'What prison is found in Ossining , New York ?', 'What dropped 1 , 313 feet in 1980 ?', ""What was `` America 's recessed-filter cigarette '' ?"", ""What 's the third month of the Gregorian calendar ?""]"
4	4	[('the capital', -0.784735918045044), ('of Yu', -0.7871529310941696)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What college enlivens Hanover , New Hampshire ?', 'What is a fear of odors , body , ?', 'What does caliente mean , in English ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What sound does Olympia , Washington , overlook ?', 'What prison is found in Ossining , New York ?']
4	4	[('is Milan', -0.7598557323217392), ('Where is Milan', -0.8305625021457672)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What college enlivens Hanover , New Hampshire ?', 'What prison is found in Ossining , New York ?', 'In what city does Maurizio Pellegrin now live ?', 'What bay sparkles next to Miami , Florida ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where does the Santa Fe Trail begin and end ?', 'What does caliente mean , in English ?', 'What populous state covers 49 , 576 square miles ?']
