predicted_labels	true_labels	lil_interpretations	gil_interpretations
0	0	[]	['a series of relentlessly nasty situations', 'absurd plot twists , idiotic court maneuvers and stupid characters']
1	1	[('the fascination', -0.21959233283996582), ('recommendation enough', -0.2505728006362915), ('une ##rring', -0.30210080742836), ('prove recommendation enough', -0.3539540469646454), ('the piece', -0.43160417675971985)]	['humor and a heartfelt conviction', 'playfully profound ... and']
1	0	"[(""##all ' s"", -0.09026521444320679), ('the thrill', -0.1252627968788147), ('the overs', -0.1424473524093628), ('medium demands', -0.23196297883987427), ('##ize medium demands', -0.37486138939857483)]"	['all comes down to whether you can tolerate leon barlow', 'can only provide it with so much leniency']
1	1	[('at times', -0.4931524991989136), ('a dream', -0.5549772083759308), ('as detailed', -0.6070855259895325), ('a photograph', -0.6209827065467834), ('as a dream', -0.6408328711986542)]	['is balanced by a rich visual clarity and deeply', 'an effortlessly accomplished and richly resonant work']
1	1	[('the studio', -0.46890199184417725), ('warmly affecting', -0.4910441040992737), ('escaping the studio', -0.5145718157291412), ('is warmly affecting', -0.5646575093269348), ('pic ##col ##i', -0.5973797142505646)]	"[""the film 's crisp , unaffected style and"", ""the film 's intimate camera work and searing performances""]"
1	1	[('a sense', -0.46635550260543823), ('seems appropriate', -0.47682368755340576), ('the cast', -0.49567562341690063), ('from the cast', -0.5713811218738556), ('that seems appropriate', -0.5913432240486145)]	['with honest performances and exceptional detail', 'has the capability of effecting change and inspiring hope']
1	1	[('the human complex ##ities', -0.3655407428741455), ('its inhabitants', -0.39465588331222534), ('the holy land', -0.4238622784614563)]	['achieves its emotional power and moments of revelation', 'a testament to the integrity and vision of the band']
1	1	[('the reality', -0.11138325929641724), ('the grim situation', -0.27089911699295044), ('el ##ling', -0.30363211035728455), ('of the grim situation', -0.33513614535331726)]	['that deep inside righteousness can be found a tough beauty', ', it rises in its courageousness , and comedic employment']
1	1	[('effortlessly regal', -0.4917762875556946), ('the character', -0.49206870794296265), ('an effortlessly regal char', -0.754863366484642)]	"['gives a superb performance full of deep feeling', ""chin 's film serves up with style and empathy""]"
0	0	[('behind the camera', -0.05969303846359253), ('describes its main characters', -0.0687798261642456), ('the camera', -0.11101865768432617), ('as well', -0.11808907985687256), ('not only', -0.21374034881591797)]	['offbeat humor , amusing characters ,', 'from the bland songs to the colorful but flat drawings']
0	0	[('pretty and weight ##less', -0.00824970006942749)]	['in spite of clearly evident poverty and hardship', 'wastes the talents of its attractive young leads']
1	0	[('cl ##iche ##s', -0.22886201739311218), ('decade ##nt', -0.2630695402622223), ('absurd ##ities', -0.2828729450702667)]	['of the rich and sudden wisdom , the film', 'a fresh infusion of creativity']
1	1	[('the most part', -0.5578024387359619), ('for the most part', -0.6483527421951294)]	['gives a superb performance full of deep feeling', 'with honest performances and exceptional detail']
1	1	[('the virtues', -0.49380168318748474), ('of eastwood', -0.5858599245548248), ('his best', -0.6014812588691711), ('the virtues of eastwood', -0.7145589292049408), ('at his best', -0.7351040840148926)]	['has warmth , wit and interesting characters compassionately portrayed', 'has a great cast and a great idea']
0	0	[('out of her depth', -0.015580892562866211), ('of her depth', -0.03727149963378906), ('her depth', -0.12754958868026733), ('of plot', -0.15505903959274292), ('a lead actress', -0.2202182412147522)]	['failing to compensate for the paper-thin characterizations and facile situations', 'suffering from a severe case of hollywood-itis']
1	0	[('an egg timer', -0.33941495418548584), ('about as exciting', -0.3807653486728668), ('at an egg timer', -0.4395451545715332), ('after - school', -0.4675717055797577), ('93 minutes', -0.4884178936481476)]	"[""it 's an entertaining movie ,"", ""the movie 's messages are quite admirable ,""]"
1	1	[('##rily well - acted', -0.451000452041626), ('the most part', -0.5839321911334991)]	['fresh by an intelligent screenplay and gripping performances', 'has delivered a solidly entertaining and moving family drama']
1	1	[('what time', -0.5682308375835419), ('is it there', -0.599256843328476), ('very original', -0.6048715710639954), ('his medium', -0.62380251288414), ('in his medium', -0.6943151950836182)]	['with honest performances and exceptional detail', 'has a great cast and a great idea']
1	1	[('fiercely atheist', -0.3084726333618164), ('eponymous and fiercely atheist', -0.528969943523407), ('an engaging look', -0.7533398419618607)]	['is also a film of freshness , imagination and insight', 'is also a film of freshness , imagination and insight']
0	0	[('intel ##li ##gible story', -0.08174490928649902), ('seem like thoughtful treatise', -0.1550186276435852), ('like thoughtful treatise', -0.18053483963012695), ('thoughtful treatise', -0.22999292612075806), ('collateral damage', -0.3155505657196045)]	['thumbs down due to the endlessly repetitive scenes of embarrassment', 'in terms of execution this movie is careless and unfocused']
0	0	[('too much fun', -0.05426979064941406), ('to actually engage it', -0.08852970600128174), ('too much', -0.09697514772415161), ('engage it', -0.15952521562576294), ('a cinematic gymnast', -0.2645651698112488)]	['flat-out amusing , sometimes endearing', 'too ludicrous and']
0	0	[('a far better title', -0.006471991539001465), ('far better', -0.1985359787940979)]	[', and better', ', worse ,']
0	0	[('a movie', -0.3451475501060486), ('all the elements', -0.3601346015930176), ('scratch the surface', -0.48432666063308716), ('the surface', -0.5011581778526306)]	['grows boring despite the scenery', 'suffers from a flat script and a low budget']
1	1	[('a chance', -0.46713685989379883), ('two mis ##fi ##ts', -0.5421237051486969), ('are magnificent', -0.545209139585495), ('together they are magnificent', -0.6317104697227478), ('stand a chance alone', -0.7162306308746338)]	['a majestic achievement , an epic of astonishing grandeur and', 'with honest performances and exceptional detail']
0	0	[('middle - aged', -0.027920424938201904), ('##ly useless', -0.11709398031234741), ('on which', -0.24934375286102295), ('some hook', -0.29069983959198), ('as well', -0.537442535161972)]	"['to give the film the substance it so desperately needs', "", proves it 's never too late to learn""]"
0	1	[('of this film', 0.05321967601776123), ('this film', 0.044597744941711426), ('the combatants', -0.08681845664978027), ('of the combatants', -0.10576659440994263), ('the vast collective memory', -0.10680317878723145)]	['it evaporates like so much crypt mist in the brain', 'evaporates like so much crypt mist in the brain']
1	1	[('frank ##ness', -0.43973636627197266), ('civil ##ity', -0.4446239471435547), ('its blend', -0.45209866762161255), ('very much', -0.506590723991394), ('the right direction', -0.5580814182758331)]	['with honest performances and exceptional detail', 'to the gorgeous locales and exceptional lead performances']
0	0	[('di ##sten ##ded pace', 0.19331175088882446), ('foot - dragging rhythms', 0.11148983240127563), ('foot - dragging', 0.11054527759552002), ('##ded pace', 0.02346867322921753), ('kicks in', -0.0529666543006897)]	"['crawls along', ""the script 's endless assault""]"
0	0	[('full - length', 0.035018861293792725), ('rather than', -0.04018634557723999)]	"[""is n't embarrassed to make you reach for the tissues"", ""you 've seen a movie instead of an endless trailer""]"
1	1	[('right here', -0.5154721438884735)]	['the ticket you need', 'feel absolutely earned']
1	1	[]	['has delivered a solidly entertaining and moving family drama', 'has delivered a solidly entertaining and moving family drama']
1	1	[('is back', -0.46676990389823914)]	['like mike shoots and scores , doing its namesake proud', 'as a good old-fashioned adventure for kids , spirit']
0	0	[('one to skip', 0.23623377084732056), ('to skip', 0.18624162673950195), ('horror movie fan ##atics', 0.01846855878829956), ('horror movie fan', -0.009994089603424072), ('horror movie', -0.08292937278747559)]	['so sloppy , so uneven , so', 'skip this dreck ,']
1	0	[('emotional steam', -0.25154805183410645), ('of emotional steam', -0.35375452041625977), ('a head', -0.44036369025707245)]	[', it rises in its courageousness , and comedic employment', 'it rises in its courageousness , and comedic employment']
1	1	[('quite human', -0.39996349811553955), ('deeply appealing', -0.4743000268936157), ('superb ##ly', -0.502147376537323), ('chilling but quite human', -0.6699482500553131)]	['with honest performances and exceptional detail', 'gives a superb performance full of deep feeling']
1	1	[('surprising po ##ign ##ance', -0.7310839593410492)]	['with honest performances and exceptional detail', 'gives a superb performance full of deep feeling']
1	1	[('the others', -0.280643105506897), ('blair witch', -0.37633538246154785), ('##ing blair witch', -0.39732229709625244), ('scar ##iest', -0.5987004339694977)]	['one of the worst movies of one year', 'is one of the greatest date movies in years']
0	0	[('##hed sight gag ##s', -0.0036969780921936035), ('##ip ##id vulgar ##ity', -0.08392822742462158)]	"['thumbs down due to the endlessly repetitive scenes of embarrassment', ""the script 's endless assault of embarrassingly ham-fisted sex jokes""]"
1	1	[('alien ##tation', -0.3611118793487549), ('most intriguing', -0.4020463228225708), ('of alien ##tation', -0.42143338918685913)]	"[""as one of the year 's most intriguing movie experiences"", ""of the year 's most intriguing movie experiences""]"
0	0	[('of its parts', -0.08606892824172974), ('its parts', -0.12220650911331177), ('the sum', -0.2699529528617859)]	['failing to compensate for the paper-thin characterizations and facile situations', 'poor editing , bad bluescreen , and']
1	1	[('its moments', -0.4667298197746277), ('a triumph', -0.5192436277866364), ('path ##os', -0.5454778373241425), ('gen ##tility', -0.5492056906223297), ('of path ##os', -0.6718287765979767)]	['a triumph of pure craft and passionate heart', 'a majestic achievement , an epic of astonishing grandeur and']
1	1	[('a submarine', -0.22199678421020508), ('around a submarine', -0.34682124853134155), ('their way', -0.38570111989974976), ('good enough', -0.45882755517959595), ('is good enough', -0.5362893044948578)]	['good actors , good poetry and good music', 'with honest performances and exceptional detail']
0	0	[('loud bangs', -0.26064735651016235), ('of cinematic history', -0.2634141445159912), ('an action film', -0.285261332988739), ('by the filmmakers', -0.3383921980857849), ('the filmmakers', -0.3570287227630615)]	['more frustrating than a modem that disconnects every 10 seconds', 'projects onto the screen -- loud , violent and mindless']
1	1	[('big bad love', -0.5380843579769135), ('ar ##lis ##s howard', -0.5892078280448914), ('a solid performance', -0.6767491102218628)]	['gives a superb performance full of deep feeling', 'with honest performances and exceptional detail']
0	0	[('that ski mask', 0.05596494674682617), ('for his next project', 0.03880196809768677), ('his next project', 0.012125074863433838), ('the only way', -0.0166473388671875)]	['if the movie knew what to do with him', 'money why this distinguished actor would stoop so low']
0	0	[('around group therapy sessions', 0.07825362682342529), ('group therapy sessions', -0.10325241088867188), ('group therapy', -0.11556339263916016), ('##ol ##ve', -0.14880281686782837), ('killer - thriller', -0.3136967122554779)]	"[""'s never dull and"", 'like this that puts flimsy flicks like this behind bars']"
0	1	[('look working - class', -0.027258872985839844), ('working - class', -0.09767240285873413), ('to say so', -0.20056146383285522), ('major ku ##dos', -0.22345489263534546), ('say so', -0.24329376220703125)]	['wince in embarrassment and others , thanks to the actors', 'goes for sick and demented humor simply to do so']
1	1	[('official repression', -0.39786094427108765), ('aging hip ##pies', -0.4059467911720276), ('this one', -0.42254239320755005), ('the face', -0.4795951247215271), ('of official repression', -0.5004409551620483)]	['has the capability of effecting change and inspiring hope', 'a testament to the integrity and vision of the band']
1	1	[('qui ##lls', -0.25542396306991577), ('showing them', -0.3288921117782593), ('by showing them', -0.39043736457824707), ('these thoughts', -0.3912631869316101), ('as great', -0.44461965560913086)]	['has the capability of effecting change and inspiring hope', 'this movie is to be cherished']
0	0	[('should peak', -0.38120198249816895)]	['are dampened by a lackluster script and substandard performances', 'the pretensions -- and disposable story -- sink the movie']
1	1	[('on his', -0.19489651918411255), ('the privileged position', -0.5743523314595222)]	[', and not strictly in the knowledge imparted', 'detract from the affection of that moral favorite']
0	1	[('had a week ago', -0.07575410604476929), ('a week ago', -0.1288292407989502), ('into your subconscious', -0.15073680877685547), ('go away', -0.22946953773498535), ('your subconscious', -0.2538677453994751)]	['has a way of seeping into your consciousness ,', 'has a way of seeping into your consciousness']
0	1	[('from start', 0.13879573345184326), ('to finish', 0.03329700231552124), ('from start to finish', 0.030108273029327393), ('my interest', -0.008663177490234375), ('a little', -0.09311750531196594)]	['creepy and vague', 'held my interest']
1	1	"[('s brilliant', -0.41440093517303467), ('its mark', -0.41464948654174805), ('hits its mark', -0.543781191110611), (""' s brilliant"", -0.5822031795978546), ('it hits its mark', -0.6358035802841187)]"	['gets vivid , convincing performances from a fine cast ,', 'marked by acute writing and a host of splendid performances']
1	1	[('some interesting real people', -0.5325404703617096), ('a masterpiece', -0.5622044801712036), ('a good charitable enterprise', -0.6086223125457764)]	['with honest performances and exceptional detail', 'has delivered a solidly entertaining and moving family drama']
1	0	[('recognize him', -0.13254261016845703), ('will quickly recognize him', -0.2634599208831787)]	[', but i suspect it might deliver again and again', ', you might soon be looking for a sign']
0	1	[('is a glorious failure', 0.009279310703277588), ('a glorious failure', -0.09343969821929932), ('a failure', -0.26422804594039917)]	['can prevent its tragic waste of life', 'half past dead is just such an achievement']
0	1	[('simple mel ##od ##rama', 0.35808390378952026), ('his characters', 0.14632612466812134), ('a way', 0.047646164894104004), ('the situation', 0.01674288511276245), ('##inates us', -0.09681490063667297)]	['is never especially clever and often', 'never fails to fascinate']
1	0	[('the shadow side', -0.25465744733810425), ('racial prejudice', -0.3258744478225708), ('american culture', -0.34713059663772583), ('ugly and diverse', -0.3534054160118103), ('of american culture', -0.4212225079536438)]	['adorns his family-film plot with an elegance and maturity', 'has warmth , wit and interesting characters compassionately portrayed']
0	0	[('played a crucial role', 0.1314471960067749), ('a crucial role', 0.11272692680358887), ('under ##arm noises', -0.08032995462417603), ('such a script', -0.1517019271850586), ('produced such a script', -0.179440438747406)]	"[""but it 's also disappointing to a certain degree"", ', it does so without compromising that complexity']"
0	1	[('oscar - winning potential', 0.08026957511901855), ('oscar - winning', 0.04918408393859863), ('of hand', -0.07231557369232178), ('director sam mendes', -0.11756259202957153), ('oscar winner', -0.13115531206130981)]	['no charm , no laughs ,', 'with acting ambition but no sense of pride or shame']
0	0	[('the movie', -0.13179665803909302), ('coarse ##ness', -0.24014586210250854), ('the whole', -0.4673219919204712)]	"['failing to compensate for the paper-thin characterizations and facile situations', ""the script 's bad ideas and awkwardness""]"
0	0	[('these marginal historical figures', 0.19739854335784912)]	"['make the film relevant today', ""to whether you 've seen pornography or documentary""]"
1	1	[('the formula', -0.5225087404251099), ('to the formula', -0.5440675616264343), ('a typical romantic lead', -0.7424771785736084)]	['with a variety of quirky characters and an engaging story', 'a variety of quirky characters and an engaging story']
0	0	[('poetic ##ally romantic', 0.27931904792785645), ('nothing going for it', 0.2593708038330078), ('ind ##eli ##ble images', 0.25790029764175415), ('going for it', 0.2367343306541443), ('ind ##eli ##ble', 0.23291468620300293)]	['vibrant and intoxicating', 'from the bland songs to the colorful but flat drawings']
1	1	[('her distance', -0.3176614046096802), ('from the', -0.3485693335533142), ('some memorable images', -0.4628181755542755)]	['while some of the camera work is interesting', 'deep inside righteousness can be found a tough beauty']
1	1	[('##sta ##ted and touching', -0.648126631975174)]	['fresh by an intelligent screenplay and gripping performances', 'gives a superb performance full of deep feeling']
1	1	[('the odds against success', 0.10152918100357056), ('against success', 0.0646396279335022), ('the odds', 0.03133946657180786), ('a dream', -0.004697918891906738), ('st ##oic', -0.1093672513961792)]	['that kidman has become one of our best actors', 'will win you over , in a big way']
0	0	[('of a down video', 0.0071999430656433105), ('quick - cut', -0.019839048385620117), ('the latest system', -0.034438490867614746), ('much of the time', -0.05971437692642212), ('of the time', -0.12623488903045654)]	['poor editing , bad bluescreen , and', 'poor editing , bad bluescreen ,']
1	1	[('relatively simple', -0.22504845261573792), ('af ##fa ##ble', -0.32057201862335205)]	['highlighted by a gritty style and an excellent cast', 'is hampered by its predictable plot and paper-thin supporting characters']
1	0	[('caring about', -0.23634013533592224), ('worth caring about', -0.3918180763721466)]	"['to accomplish what few sequels can', ""will please eastwood 's loyal fans -- and""]"
0	0	[('rep ##ug ##nan ##ce', -0.03266334533691406), ('to humor', -0.11926323175430298), ('so much', -0.14447635412216187), ('the viewer', -0.28087300062179565)]	['pokes , provokes , takes expressionistic license', 'as bad at it is cruel']
1	1	[('will never happen again', -0.34810560941696167), ('happen again', -0.448880136013031), ('a place and time', -0.5731794238090515)]	['is fun , and host to some truly excellent sequences', 'has a great cast and a great idea']
0	0	[]	['flaws , but also', 'no special effects , and']
1	0	[('the presence', -0.055244386196136475), ('some appealing ingredients', -0.1717999279499054), ('nearly enough', -0.18921756744384766), ('of some appealing ingredients', -0.25297775864601135)]	"['offers no easy , comfortable resolution', ""it 's pleasant enough and""]"
0	1	[('##ept and ridiculous', -0.13925158977508545)]	['are incredibly captivating and insanely funny', 'this wretchedly unfunny wannabe comedy is inane and awful -']
0	0	[('is madden ##ing', 0.0040400028228759766), ('madden ##ing', -0.0731002688407898)]	['suffers from a philosophical emptiness and maddeningly sedate pacing', 'you suffer the dreadfulness of war from both sides']
1	1	[('the confusion ##s', -0.5146393477916718), ('its conception', -0.5828196406364441), ('admire its conception', -0.6192546188831329), ('forget it', -0.6373859345912933), ('watching it', -0.638079971075058)]	['achieves its emotional power and moments of revelation', 'its make-believe promise of life']
1	0	[('the school', -0.2762469947338104), ('soft landings', -0.2771744430065155), ('easy ways', -0.3426981568336487), ('at the school', -0.3991703987121582), ('easy ways out', -0.4763476997613907)]	['most certainly has a new career ahead of him', 'smooth and professional']
1	1	[('singles culture', -0.5655301213264465), ('in a long time', -0.7013384848833084), ('the smart ##est', -0.7057139575481415), ('a long time', -0.7078627794981003)]	"[""it 's also one of the smartest"", 'that kidman has become one of our best actors']"
1	1	[('its script', -0.39183229207992554), ('its characters', -0.43000441789627075), ('is not', -0.4629535675048828), ('its script is not', -0.479228675365448), ('entirely convincing', -0.5521124303340912)]	"['great performances , stylish cinematography and a gritty feel help', ""the film 's crisp , unaffected style and""]"
1	0	[('something else', -0.332865446805954), ('far more', -0.4154161512851715), ('far more pleas', -0.491497278213501), ('far more pleas ##urable', -0.5260045900940895)]	"[""'s touching and tender and"", 'playfully profound ... and']"
0	0	[('of the bicycle thief', 0.1123843789100647), ('the tread ##s', 0.051702678203582764), ('the bicycle thief', -0.003403782844543457)]	"[""'s pleasant enough -- and oozing with attractive men"", 'teetering on the edge of sanity']"
1	1	[('the fascinating connections', -0.22916483879089355), ('a red bridge', -0.7017743587493896), ('under a red bridge', -0.7886945158243179)]	['is also a film of freshness , imagination and insight', 'is also a film of freshness , imagination and insight']
1	0	[('the art', -0.15961939096450806), ('have done', -0.2569999098777771), ('the film', -0.27058014273643494), ('you have done', -0.40375685691833496), ('know you have done', -0.42882081866264343)]	"['so believable that you feel what they feel', ""it 's a lyrical endeavor""]"
1	1	[('its best', -0.4661828279495239), ('at its best', -0.6591758728027344), ('old - form', -0.6678352355957031)]	['-- from its ripe recipe , inspiring ingredients , certified', 'has all the earmarks of french cinema at its best']
0	1	[('something strangely divert ##ing', -0.00541377067565918), ('strangely divert ##ing', -0.09507155418395996), ('divert ##ing', -0.1381949782371521), ('potentially forget', -0.17682480812072754)]	['too long to turn his movie in an unexpected direction', 'suffers from a philosophical emptiness and maddeningly sedate pacing']
1	1	[('the stage', -0.36816030740737915), ('his face', -0.45174819231033325), ('wa ##cky', -0.47649043798446655), ('the first place', -0.5074512660503387), ('mo ##pping his face', -0.583615630865097)]	['like mike shoots and scores , doing its namesake proud', 'race and culture forcefully told , with superb performances throughout']
1	1	[('the fantasy cinema', -0.6807139217853546), ('imagination and flair', -0.7698066532611847), ('with imagination and flair', -0.8266141563653946)]	['gives a superb performance full of deep feeling', 'with honest performances and exceptional detail']
0	0	[('in front of it', -0.022147178649902344), ('front of it', -0.048694729804992676), ('behind the camera', -0.11151623725891113), ('of it', -0.15460115671157837), ('even worse', -0.17200011014938354)]	['much worse than bland or better than inconsequential', 'is never much worse than bland or better than inconsequential']
0	0	[('passing in the night', -0.019711613655090332), ('any insights', -0.07589060068130493), ('in the night', -0.0811384916305542), ('dish ##ones ##t', -0.10628223419189453), ('being dish ##ones ##t', -0.1201246976852417)]	['left with a sour taste in your mouth', 'no solace here , no entertainment value']
1	1	[('of energy', -0.5160501599311829), ('a cast', -0.5535372495651245), ('a lot', -0.581964373588562), ('a lot of energy', -0.6865605413913727)]	['glows with enthusiasm , sensuality and a conniving wit', 'glows with enthusiasm , sensuality and a conniving wit']
1	1	[('smart people', -0.5994715690612793), ('a compelling plot', -0.6389548778533936), ('amid a compelling plot', -0.6892983317375183)]	['with honest performances and exceptional detail', 'fresh by an intelligent screenplay and gripping performances']
0	0	[]	['failing to compensate for the paper-thin characterizations and facile situations', 'suffers a severe case of oversimplification , superficiality and silliness']
0	0	[('this clever idea', -0.03201562166213989), ('the original', -0.28364303708076477), ('killers from space', -0.36367133259773254), ('far less', -0.3800335228443146), ('from space', -0.38051316142082214)]	['is even lazier and far less enjoyable', 'that is even lazier and far less enjoyable']
1	1	[('shaggy too', -0.36599433422088623), ('##by doo', -0.41512638330459595), ('look and sound great', -0.6639584898948669)]	['has a great cast and a great idea', 'terrific performances , great to look at , and funny']
