predicted_labels	true_labels	lil_interpretations	gil_interpretations
4	4	[('Farg o', -0.7877451926469803), ('What river', -0.7956054210662842), ('North Da kota', -0.8549449145793915), ('head  , Minnesota', -0.9219449535012245)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
1	1	[('bat s', -0.7468545436859131)]	"[""What 's the dumbest domesticated animal ?"", 'What exactly , specifically does sleep do for you ?']"
4	4	[('Big horn', -0.7789358645677567), ('the Battle', -0.7887353301048279), ('of Big horn', -0.8524261713027954), ('take place in', -0.8557893633842468)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
3	3	[('Who was Abraham Lincoln', -0.4013490080833435), ('was Abraham Lincoln', -0.5091485381126404), ('Abraham Lincoln', -0.6197701096534729)]	['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?']
1	1	[]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
2	2	[]	['When is the Sun closest to the Earth ?', 'How many people are there in the world ?']
5	5	[('John Len', -0.6194322407245636)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
4	4	[('from Asia', -0.7634169310331345)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
5	5	[('of Seattle', -0.56611168384552), ('the population', -0.5763751268386841)]	['What sound does Olympia , Washington , overlook ?', 'Where is the actress , Marion Davies , buried ?']
5	5	[('for the Titanic', -0.3481321334838867), ('the Titanic', -0.5241822898387909), ('a ticket', -0.5642721652984619)]	['What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?']
4	4	[('the world', -0.7537292540073395), ('in the world', -0.8192354738712311)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
3	3	[('West Side Story', -0.5413979589939117), ('West Side', -0.6373992562294006), ('the music', -0.6374419927597046)]	['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?']
4	4	[('the America', -0.7809878140687943), ('of the America', -0.8458800911903381)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
2	2	[('the pH scale', -0.8899513781070709), ('is the pH scale', -0.9343091696500778)]	"[""What 's the home of the Rockettes ?"", 'When is the Sun closest to the Earth ?']"
1	1	[('is used in Australia', -0.41972601413726807), ('used in Australia', -0.5368779301643372), ('of currency', -0.6452200412750244), ('What type', -0.6520015597343445), ('in Australia', -0.6554032862186432)]	['What does caliente mean , in English ?', 'What sound does Olympia , Washington , overlook ?']
5	5	[('the Gateway Arch', -0.4080904722213745), ('St . Louis', -0.4156465530395508)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
5	5	[('we igh', -0.5439529716968536)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
3	3	[('of Alaska', -0.5984739065170288)]	['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?']
2	2	[('a pris m', -0.8351794928312302), ('is a pris m', -0.9068009704351425)]	['When is the Sun closest to the Earth ?', 'What does it take to become a lawyer ?']
3	3	[('of South Africa', -0.5001137256622314), ('in 1994', -0.6047416031360626), ('South Africa', -0.6138880252838135)]	['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?']
5	5	[('of China', -0.5360291302204132), ('the population', -0.5639485418796539)]	['What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?']
5	5	[]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
2	2	[]	['When is the Sun closest to the Earth ?', 'What film or films has Jude Law appeared in ?']
2	2	[]	"['When is the Sun closest to the Earth ?', ""What 's the home of the Rockettes ?""]"
3	3	[]	['When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?']
2	2	[]	['When is the Sun closest to the Earth ?', 'What does it take to become a lawyer ?']
4	4	[('come from', -0.7602698802947998), ('Po nce de Leon', -0.8779802545905113)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
1	1	[('d paper currency', -0.3536375164985657), ('during which', -0.4396245777606964), ('during which war', -0.4476716220378876)]	"['What was the longest war in U.S. history ?', ""What was the date of CNN 's first broadcast ?""]"
2	2	[('desktop publish ing', -0.8165089040994644)]	['When is the Sun closest to the Earth ?', 'What does it take to become a lawyer ?']
5	5	"[(""the sun ' s"", -0.29435157775878906)]"	['What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?']
5	5	[('join the United Nations', -0.2533239722251892), ('the United Nations', -0.39853525161743164)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
3	3	[('in the US', -0.5601493716239929), ('the US', -0.663233608007431)]	['Who was Secretary of State during the Nixon administration ?', 'What is the location of Edinburgh , Scotland ?']
4	4	[('Prince Edward', -0.7830645740032196), ('Prince Edward Island', -0.8444447666406631)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?']
5	5	[('was it discovered', -0.4638986587524414), ('what year', -0.6525789201259613)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
2	2	[('cry ogen ics', -0.8108392506837845), ('is cry ogen ics', -0.9053009003400803)]	['When is the Sun closest to the Earth ?', 'What is the nature of learning ?']
2	2	[]	['When is the Sun closest to the Earth ?', 'What does it take to become a lawyer ?']
1	1	[('baseball - winning', -0.30394941568374634)]	['When is the Tulip Festival in Michigan ?', 'How do you do a topic outline ?']
2	2	[('ne ur ology', -0.8736060708761215), ('is ne ur ology', -0.9338314533233643)]	['When is the Sun closest to the Earth ?', 'What is the nature of learning ?']
3	3	[('invent ed the calculator', -0.4019472599029541), ('ed the calculator', -0.49803876876831055), ('the calculator', -0.6055846810340881)]	['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?']
2	2	[('earth qua kes', -0.855603501200676)]	['When is the Sun closest to the Earth ?', 'What is a urologist ?']
3	3	[('Duke El', -0.6339789628982544)]	['When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?']
4	4	[('count y', -0.7973993122577667), ('Phoenix  , AZ', -0.9273605793714523)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
2	2	[('a micro n', -0.8041946291923523), ('is a micro n', -0.887033224105835)]	['When is the Sun closest to the Earth ?', 'How many people are there in the world ?']
5	5	[('what is the temperature', -0.2652108669281006), ('is the temperature', -0.4178078770637512), ('the temperature', -0.5849140584468842)]	['When is the Sun closest to the Earth ?', 'What is celebrated during the week of February 21-27 ?']
1	1	[('bir d', -0.6321681141853333)]	['What does U.S.S.R. stand for ?', 'What does caliente mean , in English ?']
5	5	[]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
4	4	[('the U . S', -0.9256191253662109)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?']
1	1	[('pois on  arrow', -0.45406073331832886), ('on  arrow', -0.5241980254650116), (' arrow', -0.6345420479774475)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
2	2	[('acu punct ure', -0.8611920177936554), ('is acu punct ure', -0.9200609773397446)]	['What is the nature of learning ?', 'What is the function of RAM ?']
5	5	[('the state of Alaska', -0.30127668380737305), ('the coast line', -0.4568977952003479), ('of Alaska', -0.5511094033718109), ('the state', -0.5859233438968658)]	['What sound does Olympia , Washington , overlook ?', 'Where was the Cisalpine Republic , 1797-185 , ?']
3	3	"[(""Neil Armstrong ' s"", -0.42589205503463745)]"	['Who does the voices of the Simpsons ?', 'Who was Secretary of State during the Nixon administration ?']
1	1	[]	"[""What color are a cherry tree 's flowers ?"", ""What 's the dumbest domesticated animal ?""]"
3	3	[('in 1989', -0.5655319392681122)]	['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?']
5	5	[]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
1	1	[('prevent osteo por osis', -0.5436597168445587), ('osteo por osis', -0.6062591969966888)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
5	5	[('won the World Series', -0.3246992230415344), ('the Chicago Cu bs', -0.3450976014137268), ('the World Series', -0.4759976863861084)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
4	4	[('Per th', -0.7848793119192123), ('is Per th', -0.8537262976169586), ('Where is Per th', -0.9147337228059769)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
5	5	[(' WW II', -0.376295268535614)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
5	5	[('of a golf ball', -0.4667314291000366), ('a golf ball', -0.5771605670452118)]	['What meter was invented by C.C. Magee in 1935 ?', 'How many furlongs are there in a mile-and-a-quarter recetrack ?']
2	2	[]	['When is the Sun closest to the Earth ?', 'Who was the architect of Central Park ?']
3	3	[('Who discovered America', -0.5356600880622864), ('discovered America', -0.6471329033374786)]	['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?']
5	5	[]	['Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?']
3	3	[('was un mar ried', -0.4303414225578308), ('un mar ried', -0.5216987729072571)]	['What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?']
5	5	[('Mil ky Way', -0.44924724102020264)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
5	5	[('which season', -0.64692422747612)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
2	2	[('is Wimbledon', -0.7935260087251663), ('What is Wimbledon', -0.854883536696434)]	['What is the nature of learning ?', 'What is the temperature today ?']
5	5	[('for a cat', -0.4410684108734131), ('a cat', -0.6000029742717743)]	['What sound does Olympia , Washington , overlook ?', 'Where is the actress , Marion Davies , buried ?']
5	5	[('a nauti cal mile', -0.2969208359718323)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
3	3	[('in 1859', -0.6161573529243469)]	['When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?']
2	2	[]	['When is the Sun closest to the Earth ?', 'What does it take to become a lawyer ?']
1	1	[('to go into space', -0.32881659269332886), ('go into space', -0.4508100748062134), ('into space', -0.5846972763538361)]	"[""What was the date of CNN 's first broadcast ?"", 'What was the longest war in U.S. history ?']"
2	2	[('e closure', -0.8027093559503555), ('for e closure', -0.839169442653656), ('is for e closure', -0.9093388095498085)]	['When is the Tulip Festival in Michigan ?', 'What do the 12 days of Christmas mean ?']
4	1	[('near Kentucky', -0.7722830921411514)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
4	4	[('the Holland Tunnel', -0.8230942338705063)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?']
3	3	[('Amazing Grace', -0.6141121089458466)]	['When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?']
3	3	[('play in baseball', -0.5860072076320648), ('Willie Davis', -0.6739145815372467), ('in baseball', -0.6782103478908539)]	['Who was Secretary of State during the Nixon administration ?', 'Who does the voices of the Simpsons ?']
2	2	[]	['When is the Sun closest to the Earth ?', 'What does it take to become a lawyer ?']
2	2	[('sever ance', -0.7685510665178299), ('sever ance pay', -0.8207141011953354), ('is sever ance pay', -0.8869758099317551)]	['When is the Sun closest to the Earth ?', 'Who was the architect of Central Park ?']
1	1	"[(""Roy Roger ' s"", -0.5191142857074738)]"	"['Where is the actress , Marion Davies , buried ?', ""What 's the dumbest domesticated animal ?""]"
4	4	[('the National Archives', -0.850195586681366)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?']
1	1	[]	"[""What 's the dumbest domesticated animal ?"", 'What was the longest war in U.S. history ?']"
1	1	[('in the human body', -0.42574626207351685), ('the human body', -0.5580245852470398)]	['What type of food makes you fat ?', 'Who owns the rights on a TV program ?']
1	1	[]	"[""What was the date of CNN 's first broadcast ?"", 'What was the longest war in U.S. history ?']"
2	2	[('Phi Beta Kapp', -0.8887155652046204)]	['When is the Sun closest to the Earth ?', 'What does it take to become a lawyer ?']
2	2	[(' nico tine', -0.8581209629774094), ('is  nico tine', -0.9250160455703735)]	['When is the Sun closest to the Earth ?', 'What is the temperature today ?']
1	1	[('for vitamin B 1', -0.5676500499248505), ('vitamin B 1', -0.6532080471515656)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
3	3	[('Who discovered radi um', -0.456450879573822), ('discovered radi um', -0.5528043806552887), ('radi um', -0.6311304569244385)]	['Who does the voices of the Simpsons ?', 'When was the Bill of Rights ratified ?']
2	2	[('sun spot', -0.7737234532833099), ('sun spot s', -0.8564699292182922)]	['When is the Sun closest to the Earth ?', 'What does it take to become a lawyer ?']
5	5	[('Al geria', -0.5693630874156952)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
3	3	[('part of their uniform', -0.37784045934677124), ('of their uniform', -0.4776894450187683), ('their uniform', -0.5927717387676239), ('the first', -0.6052863895893097)]	['When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?']
4	4	[('is Egypt on', -0.8584223836660385)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
4	4	[('the capital', -0.762785479426384), ('of Mongolia', -0.7648395299911499)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
2	2	[]	['When is the Sun closest to the Earth ?', 'What does it take to become a lawyer ?']
1	4	[('te which colon y', -0.49889302253723145), ('which colon y', -0.5431513786315918)]	['How do you do a topic outline ?', 'Who does the voices of the Simpsons ?']
4	4	[('lower 48', -0.8005589693784714), ('geo graphic', -0.801244780421257), ('the lower 48 states', -0.9162265211343765), ('the geo graphic center', -0.9179674535989761)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
2	2	[('ob tuse', -0.7902572602033615)]	"['When is the Sun closest to the Earth ?', ""What 's the home of the Rockettes ?""]"
2	2	[('poly mers', -0.7878213375806808), ('are poly mers', -0.8660191744565964), ('What are poly mers', -0.9206461310386658)]	"['When is the Sun closest to the Earth ?', ""What 's the home of the Rockettes ?""]"
5	5	[('in the Caribbean', -0.42085129022598267), ('the Caribbean', -0.5832149386405945)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
4	4	[('Ma una Lo a', -0.9194941446185112)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
1	1	[('the Northern Light s', -0.49535006284713745), ('astronomi c', -0.6888767778873444)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
4	4	[('part of', -0.7921378463506699), ('Spain part of', -0.852167621254921), ('is Spain part of', -0.912919357419014)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
2	2	[]	['When is the Sun closest to the Earth ?', 'How many people are there in the world ?']
4	4	[('per year', -0.7765102833509445), ('of rain', -0.7768335491418839), ('the least amount', -0.8487916141748428)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
3	3	[]	['When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?']
5	5	[('the Atlanta Bra ves', -0.2926623225212097)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
5	5	[('is alcohol absorb ed', -0.24527132511138916), ('absorb ed', -0.5873994827270508)]	['Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?']
5	5	[]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
2	2	[('super nova', -0.7709586322307587), ('is super nova', -0.8618548661470413), ('What is super nova', -0.9239918440580368)]	['When is the Sun closest to the Earth ?', 'What does it take to become a lawyer ?']
4	4	[('Live free', -0.7965620011091232), ('Live free or Die', -0.887688085436821)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?']
4	4	[('the Lou rve', -0.8484792411327362)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
5	5	[]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
1	1	[('to make orang e', -0.48997926712036133), ('to make orang', -0.5780614912509918), ('make orang', -0.6852130889892578)]	['What sound does Olympia , Washington , overlook ?', 'What does caliente mean , in English ?']
5	5	[('to from the sun', -0.3370123505592346), ('from the sun', -0.4905184507369995), ('the sun', -0.6463031768798828)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
4	4	[('What body', -0.7917903810739517), ('of water', -0.7967590242624283)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
2	2	[('neuro pathy', -0.7493680417537689), ('is neuro pathy', -0.8340827077627182), ('What is neuro pathy', -0.901753731071949)]	['When is the Sun closest to the Earth ?', 'What does it take to become a lawyer ?']
4	4	[]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?']
2	2	[(' crypt ography', -0.8450547009706497), ('is  crypt ography', -0.9164833351969719)]	['When is the Sun closest to the Earth ?', 'What is the nature of learning ?']
1	1	[('compose d of', -0.5900310277938843), ('is natural gas', -0.646897166967392), ('natural gas', -0.7412024140357971)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?']
