predicted_labels	true_labels	lil_interpretations	gil_interpretations
27	27	[('tam ##per ##ing', -0.29814164340496063), ('the law', -0.29850035160779953), ('due process', -0.30482854694128036), ('evidence tam ##per ##ing', -0.3071787804365158), ('that claim', -0.3140466473996639)]	"[""This... I don't think this is Ohio"", ""Natural or not monopolies aren't good""]"
0	27	[('of this amazing game', -0.47872449085116386), ('this amazing game', -0.4828197658061981), ('low budget', -0.502071326598525)]	"['Cuddling. Lots of cuddling', ""It's a great article. She nailed it""]"
27	2	[(' re feeling happy', -0.07240485399961472), ('did back in 2005', -0.07600276917219162), ('re feeling happy', -0.08509056270122528), ('back in 2005', -0.08901874721050262), ('pop up randomly', -0.10384975001215935)]	"[""That's terrible. I'm sorry for your loss"", ""You're right and I hate it""]"
1	1	[('some people are', -0.7640483677387238), ('some people', -0.7647136300802231), ('how blood', -0.7660008892416954)]	['That was so disgusting. VWP', 'Thank you for educating me. Lol']
27	22	[]	['If you enjoyed it, go for it', 'Thank you. I appreciate it']
0	27	[]	"[""The dense stuff isn't very accessible. :/"", ""That sounds really cool! I'll be there""]"
6	3	[('that bad', -0.24937409535050392)]	['bruh, in what way', 'Oh, Boy. You into phrenology too']
27	3	[('white racist ##s', -0.19993191957473755), ('a post', -0.21881987154483795), ('is just racist', -0.22433393448591232), ('he is just racist', -0.2246149331331253), ('just racist', -0.2455390766263008)]	['Gotta admit, I chuckled at this one', 'Damn, that was dirty']
15	15	[('he does', -0.6329531893134117), ('the way', -0.6441144682466984), ('the back', -0.6516843140125275), ('in the back', -0.663638137280941), ('the way he does', -0.6674633584916592)]	['I’m not attractive but thank you', 'That was so disgusting. VWP']
20	3	[('by angry old conservatives', -0.08704417943954468), ('angry old conservatives', -0.1428767591714859), ('more feel good', -0.26346464455127716)]	"['Expected that. Thanks for your valuable feedback', ""Nope. Don't need rewards at all""]"
27	27	[('to me', -0.5523800849914551)]	"['That was so disgusting. VWP', ""Surely you meant isn't. XD""]"
20	20	[('hoping so', -0.5189048275351524), ('sure hoping so', -0.5193469598889351)]	['Expected that. Thanks for your valuable feedback', 'Good luck and Godspeed']
0	3	[('##is ##fying', -0.7671197541058064)]	['That was so disgusting. VWP', 'So, so good']
4	22	[('was suggested before as', -0.7463476210832596), ('suggested before as', -0.7631057500839233)]	"[""That sounds really cool! I'll be there"", ""Hmm. I don't disagree. It's unfortunate""]"
1	17	[('these threads', -0.7437778785824776), ('everyone in these threads', -0.7494726479053497), ('in these threads', -0.7521155849099159), ('the over ##rea ##ction', -0.7961077876389027), ('the act', -0.7967922762036324)]	"[""Didn't realize I'm so famous!"", 'This is a joke, right...?']"
1	13	[('kind of', -0.6174609437584877), ('our demons', -0.6268643774092197), ('a funny story', -0.6387196891009808)]	"[""Didn't realize I'm so famous!"", ""That sounds really cool! I'll be there""]"
2	2	[('##iate me', -0.534920085221529)]	['damn it, you beat me to it', 'Damn, that was dirty']
3	10	[('what the bloody hell', -0.343227781355381), ('the bloody hell', -0.36001210659742355), ('byte ball', -0.368931882083416), ('on byte ball', -0.37523144483566284), ('an issue', -0.3809906430542469)]	['damn it, you beat me to it', 'Damn, that was dirty']
27	27	[('choked scrolling up to', -0.16516707092523575), ('scrolling up to', -0.16806721687316895)]	['Cuddling. Lots of cuddling', 'Hahahaha. This. This right here. 😂']
20	20	[('worth it', -0.5701564997434616), ('your baby girl', -0.576019637286663), ('for her', -0.5831149592995644), ('doing it alone', -0.5842438451945782)]	['Good luck', 'Good luck and Godspeed']
0	22	[('have no idea why', -0.31966927647590637), ('no idea', -0.32054124772548676), ('no idea why', -0.32089902460575104), ('better than a bible', -0.32281352020800114), ('than a bible', -0.32376902736723423)]	['Wow, that was insane', 'Damn, that was dirty']
1	17	[('and i', -0.46968886628746986)]	"[""Didn't realize I'm so famous!"", ""I'm also happy you're still here!!""]"
2	2	[('you fucking crook', -0.6052054427564144), ('fucking crook', -0.6072364300489426)]	['damn it, you beat me to it', 'Get you some!!']
0	8	[('the full scene', -0.8175173737108707), ('in this format', -0.8226137533783913), ('this format', -0.8301829993724823)]	"[""The dense stuff isn't very accessible. :/"", ""It's a great article. She nailed it""]"
0	27	[('on -LSB- name -RSB-', -0.18567802757024765), ('has all these heroes', -0.1936500370502472), ('-LSB- name -RSB-', -0.20197875797748566), ('all these heroes', -0.21884282678365707)]	['That was so disgusting. VWP', 'Youre fantastic. Thanks! How cute']
17	0	"[(""you don ' t"", -0.27251458168029785), ('needs to worry about', -0.2895613759756088), (""don ' t"", -0.29159871488809586), ('no one', -0.29213638603687286), ('to worry about', -0.2969716675579548)]"	"['This dude was joking. OP is retarded', ""Why can't America be this cool?""]"
3	3	[('##king away their shit', -0.2733195908367634), ('their shit', -0.2789744772017002), ('more practical', -0.28483712673187256), ('a giant plumbing network', -0.2848568968474865)]	['bruh, in what way', 'What the hell']
3	2	[('au ##tist ##ic', -0.26797547936439514), ('are au ##tist ##ic', -0.2699740007519722), ('s not my fault', -0.28387948870658875), ('the fun', -0.2930697612464428), ('my fault', -0.2957525812089443)]	['Gotta admit, I chuckled at this one', 'damn it, you beat me to it']
27	27	[('throwing the ball to', -0.7547848150134087), ('the ball', -0.7813778221607208)]	['Cuddling. Lots of cuddling', 'So fucking awesome. Cheers from Brazil']
17	17	[('like me', -0.36436641961336136), ('is lazy like me', -0.3892687000334263)]	"[""I'm also happy you're still here!!"", ""Didn't realize I'm so famous!""]"
27	9	[('were not available', -0.5715742632746696), ('my vehicle', -0.6023709066212177), ('changing tables', -0.605298139154911), ('to my vehicle', -0.6079506240785122)]	['If you enjoyed it, go for it', 'Thank you. I appreciate it']
27	22	"[(""' t know about"", -0.3292232118546963), ('know about', -0.3303837887942791), ('a little', -0.3478268161416054)]"	['If you enjoyed it, go for it', 'I know. I get that a lot']
2	9	"[(""i '"", -0.3740694783627987), ('hate cold', -0.3741188272833824), ('used to it', -0.38465065136551857), ('in 2001', -0.39279840141534805), ('to it', -0.39286739379167557)]"	['damn it, you beat me to it', 'I hate Detroit']
18	13	[('that one', -0.821453683078289), ('do that one', -0.8287139181047678), ('to do that one', -0.8379634395241737)]	"[""I'll be right back!"", ""I've wanted this for so long""]"
0	27	[('this episode', -0.4751495309174061)]	"[""The dense stuff isn't very accessible. :/"", ""It's a great article. She nailed it""]"
15	15	[('thanks , fixed', -0.8823535982519388)]	"[""I just don't see it"", 'thanks for this']"
27	13	[('they didn  t', -0.11846683546900749), ('didn  t', -0.11998826637864113), ('more established', -0.1357834991067648), ('more established names', -0.14207223057746887)]	"['Expected that. Thanks for your valuable feedback', ""Nope. Don't need rewards at all""]"
27	2	[('##ed up', -0.7128016091883183)]	"[""I've wanted this for so long"", 'Cuddling. Lots of cuddling']"
27	4	[('making this my', -0.20653802156448364), ('this my', -0.21293479204177856)]	"[""Genius. I'm so doing this"", ""That sounds really cool! I'll be there""]"
27	3	[('of awkward conversations', -0.126954335719347), ('while eating dinner', -0.13580316305160522), ('awkward conversations', -0.14162633940577507), ('a lot', -0.14391161501407623), ('eating dinner', -0.15488381125032902)]	['Thank you. I appreciate it', 'Cuddling. Lots of cuddling']
0	0	[]	"[""That sounds really cool! I'll be there"", ""The dense stuff isn't very accessible. :/""]"
6	7	[('demise ##x ##ual', -0.3202589899301529), ('i am', -0.3328842557966709), ('know i am', -0.3343815002590418), ('with someone', -0.3349063526839018), ('casually intimate with someone', -0.345504779368639)]	['bruh, in what way', 'Oh, Boy. You into phrenology too']
0	11	[('ridiculous ##ly expensive', -0.2787203323096037)]	['Wow, that was insane', 'Damn, that was dirty']
1	11	[('s -LSB- name', -0.8130141422152519)]	"['That was so disgusting. VWP', ""d'oh, my bad 😔""]"
8	7	[('of this', -0.6971905864775181)]	"[""I've wanted this for so long"", 'Expected that. Thanks for your valuable feedback']"
3	1	[('m a 40 something', -0.10394201427698135), ('a 40 something', -0.1163785308599472), ('so freak ##y', -0.13418008759617805), ('stock photos', -0.13752568140625954), ('really odd', -0.14238010719418526)]	"[""Why can't America be this cool?"", 'is this real life [NAME] (netflix)?']"
1	1	[('no accidents', -0.4044533520936966), ('. no accidents', -0.4173111841082573), ('went well', -0.4232429042458534), ('thank you', -0.42978114634752274), ('it went well', -0.4362806938588619)]	"[""I'd pause and say yes...? Haha"", ""I'm not surprised haha""]"
27	10	[('only one', -0.32780327647924423)]	"[""No it hasn't"", 'Those ears...those horrible ears']"
6	6	[('be wrong', -0.3651035279035568), ('gas ##e', -0.38065940886735916), ('more than', -0.3869100883603096)]	['bruh, in what way', 'Genetic science is changing the jewelry game?']
0	2	[('back in the game', -0.1508997678756714), ('the 2nd half adjustments', -0.1546614021062851), ('belonged in the game', -0.1616777628660202), ('in the game', -0.16998781263828278), ('2nd half', -0.17655932530760765)]	['Wow, that was insane', 'That was so disgusting. VWP']
18	0	[('ran ##t', -0.6388278715312481), ('the good work', -0.6512461937963963), ('a quality', -0.6548462938517332)]	"[""I'll be right back!"", 'such a cute boy!']"
18	27	[('at least', -0.3298109844326973), ('at least for now', -0.3345036767423153), ('is still untouched', -0.34007788822054863)]	"[""I'm elated to hear that 🤗"", 'If you enjoyed it, go for it']"
0	0	[('so happy for you', -0.26787104457616806), ('for you', -0.26951709017157555), ('hu ##n', -0.2718154415488243), ('enjoy every', -0.27269938588142395), ('deeply in love', -0.2788769565522671)]	"['So happy for you both!', ""I'll be right back!""]"
2	2	[('holy shit', -0.2544235549867153)]	['Damn, that was dirty', 'Wow, that was insane']
27	27	[('in the book', -0.4328019618988037), ('the time of filming', -0.4350167214870453), ('the book', -0.4603691101074219), ('much more revealing', -0.4635658785700798), ('the time', -0.4744202271103859)]	"[""I'm interested, more than I should be"", ""I'm interested, more than I should be""]"
18	4	[('most sensible', -0.30179038271307945), ('the most sensible things', -0.3066895045340061), ('dot posts', -0.30721622705459595), ('lock ##up', -0.3075775131583214), ('after lock ##up', -0.31905774027109146)]	"[""he's an awesome bro"", ""It's a great article. She nailed it""]"
27	27	[('before 10 am', -0.40177900344133377), ('10 am', -0.42395102232694626), ('any ##how', -0.4426899701356888), ('from it', -0.44744348898530006)]	['If you enjoyed it, go for it', 'Thank you. I appreciate it']
27	27	[('rid of it', -0.3958565965294838), ('of it', -0.4097142145037651), ('gender and gender roles', -0.41776594892144203), ('gender roles', -0.42392323911190033)]	"[""It's already a thing though lol"", 'This is almost a r/ATBGE situation']"
7	0	[('1 administration', -0.16816185414791107), ('been 1 administration back', -0.1726548969745636)]	"[""Genius. I'm so doing this"", 'That was so disgusting. VWP']"
27	17	[('for no reason', -0.17912056297063828), ('saw that lighting', -0.1887267529964447), ('no reason', -0.20180946961045265), ('that lighting', -0.20843864977359772), ('around town', -0.21614840999245644)]	['Wow, that was insane', 'Damn, that was dirty']
6	6	[]	['bruh, in what way', 'WHAT IS HAPPENING']
7	6	[('my mind', -0.3158910349011421), ('9 ##k', -0.32069603353738785), ('a year', -0.32623540237545967), ('the us', -0.32704296708106995), ('my tuition', -0.3300044424831867)]	['bruh, in what way', 'What the hell']
27	27	[('that ##s just creepy', -0.14881740510463715), ('##s just creepy', -0.18323374539613724), ('playing with her hair', -0.21657779067754745), ('with her hair', -0.21937529742717743), ('just creepy', -0.22023046016693115)]	['This is so sad. #playdespacito', 'Cuddling. Lots of cuddling']
27	27	[('like you', -0.4011320322751999), ('play and stay in', -0.40558743849396706), ('no players', -0.40704841539263725), ('stay in', -0.4166347049176693)]	['Thank you. I appreciate it', 'If you enjoyed it, go for it']
27	27	[('hi everyone', -0.19126953184604645)]	"['That was informative. Thank you', ""I'll be right back!""]"
27	27	[('my opinion', -0.3051145300269127), ('on it', -0.312658853828907)]	['bruh, in what way', 'What the hell']
0	0	[('just too cute', -0.7390395477414131)]	"[""I'll be right back!"", ""Don't do that. Only villains do that""]"
7	27	[('the next one begins', -0.2706833928823471), ('the next one', -0.2821537032723427), ('far ##t', -0.3059088885784149), ('one far ##t', -0.3063965439796448), ('one far ##t ends', -0.3227962628006935)]	"['bruh, in what way', 'I love his reaction. ""That was amazing""']"
27	7	[('going on here', -0.3359771855175495)]	['Cuddling. Lots of cuddling', 'Damn, that was dirty']
24	25	"[('m sorry', -0.530445970594883), (""' m sorry"", -0.5473641194403172), (""i ' m sorry"", -0.5560762323439121)]"	"[""That sounds so terrible. I'm very sorry"", ""Don't do that. Only villains do that""]"
27	3	[('about * everything', -0.2990236133337021)]	['If you enjoyed it, go for it', 'Thank you. I appreciate it']
1	1	[('far too long', -0.7802949249744415), ('waited far too long', -0.7935176640748978), (' cat', -0.7956860437989235), ('that video', -0.7998926490545273), ('on that video', -0.8049068637192249)]	"['That was so disgusting. VWP', ""I'd pause and say yes...? Haha""]"
4	2	[('about all this', -0.2416081726551056), ('moved on edit', -0.25574370473623276), ('13 but valid ##ating', -0.2685531973838806), ('all this', -0.2744896039366722), ('valid ##ating', -0.276349738240242)]	"[""Nope. Don't need rewards at all"", ""You're so special and quirky :D""]"
27	3	[('interim ex ##ec chef', -0.32374412566423416), ('the answer', -0.34589093923568726), ('you are my cousin', -0.35192249715328217), ('is no', -0.3555089384317398), ('my cousin', -0.35701028257608414)]	['Thank you. I appreciate it', 'If you enjoyed it, go for it']
4	20	[('just 100 % scale', -0.10748523473739624), ('just 100 %', -0.16434355080127716), ('just 100', -0.23495952785015106)]	"[""It's a great article. She nailed it"", 'Better than any HBr, anyway']"
1	9	"[(""i ' m ins"", -0.7301503270864487), ('m ins', -0.7392004355788231), (""' m ins"", -0.7399285100400448)]"	"[""I'd pause and say yes...? Haha"", ""I'm not worthy to watch this haha""]"
15	4	[('got it', -0.7296202890574932), ('a sl ##ur', -0.7351819239556789), ('the info', -0.7354603111743927), ('just a general term', -0.7355918027460575), ('was a sl ##ur', -0.7472480572760105)]	"[""I just don't see it"", ""Isn't this researching online?""]"
1	4	[('of people', -0.35036134719848633), ('them mad', -0.351851686835289), ('get them mad', -0.35840924084186554), ('screens ##hot it for', -0.36642068438231945), ('to get them mad', -0.3664754331111908)]	"['DONT BE NEEDY. TALK TO OTHER GIRLS', ""Didn't realize I'm so famous!""]"
9	27	[('to citizenship', -0.2819385826587677), ('studying here', -0.2867339551448822), ('a pathway', -0.2944166846573353), ('a pathway to citizenship', -0.3102879598736763)]	"['Cuddling. Lots of cuddling', ""Nope. Don't need rewards at all""]"
27	5	[('into you', -0.26237737387418747), ('move on', -0.27985189110040665)]	"['If you enjoyed it, go for it', ""Speak for yourself. YOU don't care""]"
15	0	[('right now', -0.6003256030380726), ('my id', -0.602541621774435), ('the process', -0.6098608374595642), ('a valid email', -0.6154111288487911), ('in the process', -0.6237693876028061)]	"[""Isn't this researching online?"", 'Thank you. I appreciate it']"
15	0	[('the influence', -0.6637892685830593), ('under the influence', -0.6670736595988274), ('the speed limit', -0.6718530543148518), ('while under the influence', -0.6758267618715763), ('that alone', -0.6840752139687538)]	['Thank you for your service', 'That was informative. Thank you']
5	27	[('the internet', -0.42630159854888916)]	"[""Don't do that. Only villains do that"", ""Don't do that i think its dangerous""]"
5	5	[('in that case', -0.40407342463731766), ('that case', -0.4124698005616665)]	"['That was informative. Thank you', ""I'm elated to hear that 🤗""]"
3	6	[('say that', -0.16851228848099709), ('can say that', -0.17899056151509285)]	['Thank you. I appreciate it', 'I know. I get that a lot']
0	26	[('sound amazing', -0.8958116807043552), ('they sound amazing :', -0.9027767293155193)]	"[""That sounds really cool! I'll be there"", ""I'll be right back!""]"
27	27	[('may be stronger', -0.29188110679388046), ('-LSB- name -RSB-', -0.30314919352531433), ('for sure', -0.313783623278141), ('be stronger', -0.31442224979400635), ('the plot', -0.31464406847953796)]	"['Cuddling. Lots of cuddling', ""Nope. Don't need rewards at all""]"
0	15	[('thanks for sharing', -0.6171260736882687), ('for sharing', -0.622171089053154)]	['Super, thanks', 'thank you!']
27	7	[('the bu ##rg ##lars', -0.3044468015432358), ('from home alone', -0.31735241413116455), ('home alone', -0.3260924518108368), ('angels with filthy souls', -0.3275982588529587), ('with filthy souls', -0.34075625240802765)]	"['I wish that laugh would jump off', ""The kind of women they'll never get""]"
0	0	[('the feedback', -0.7123152948915958)]	"[""The dense stuff isn't very accessible. :/"", ""It's a great article. She nailed it""]"
27	9	[]	['bruh, in what way', 'Oh, Boy. You into phrenology too']
27	2	"[('how pure she is', -0.130188949406147), (""' s actually trash"", -0.13536153733730316), ('s actually trash', -0.14997821301221848), ('how pure', -0.1749485321342945), ('she is', -0.17501972243189812)]"	"[""Nope. Don't need rewards at all"", 'Those ears...those horrible ears']"
25	9	[('get good', -0.122774139046669), ('they ever get good', -0.17132022976875305), ('the rest', -0.18620305694639683), ('like the rest', -0.19483700953423977)]	['Thank you. I appreciate it', 'damn it, you beat me to it']
27	7	[('don  t', -0.297529399394989), ('understand ##able', -0.32611073553562164), ('many people', -0.3305108845233917)]	['I know. I get that a lot', 'If you enjoyed it, go for it']
27	27	[('to keep the handle', -0.2701243460178375), ('keep the handle', -0.31797732412815094), ('the handle', -0.34940459579229355)]	['I know. I get that a lot', 'bruh, in what way']
27	27	[('to die', -0.3847198262810707), ('have to die', -0.3909511975944042)]	['If you enjoyed it, go for it', 'Thank you. I appreciate it']
0	18	[('quite the romantic', -0.7380913831293583)]	"[""I'll be right back!"", 'So happy for you both!']"
20	20	[('you abandoned it', -0.598085418343544), ('abandoned it', -0.6012655720114708), ('a ts ##a agent', -0.6104917228221893), ('can replace it easily', -0.6121052205562592), ('replace it easily', -0.6132617369294167)]	"['Good luck and Godspeed', ""WE'LL CALL IT A DRAW""]"
20	20	[('is play our best', -0.5960834845900536), ('play our best', -0.5974641293287277), ('our best', -0.6000597402453423), ('we can do', -0.604620486497879), ('can do', -0.6066695973277092)]	['Good luck and Godspeed', 'Expected that. Thanks for your valuable feedback']
3	3	[('d be here', -0.12107249349355698), ('be here', -0.1497555822134018), ('hates the florida', -0.1510203778743744), ('the florida', -0.16117511689662933)]	['What the fuck are you talking about', 'damn it, you beat me to it']
0	9	[('terrible air times', -0.164773341268301), ('at terrible air times', -0.16668691113591194), ('ad ##vert ##ise them', -0.1697496697306633), ('##vert ##ise them', -0.16978216171264648), ('##ise them', -0.17597778886556625)]	['Good for [NAME]. He deserves it', 'Those ears...those horrible ears']
27	18	[('have it', -0.29360363632440567)]	"['Cuddling. Lots of cuddling', ""Genius. I'm so doing this""]"
2	3	[('dammit ! !', -0.27142776921391487)]	['Damn, that was dirty', 'Thank you. I appreciate it']
10	10	[('really inaccurate', -0.5067167170345783)]	"['Those ears...those horrible ears', ""Nope. Don't need rewards at all""]"
0	5	[('for you', -0.17865650728344917), ('my dude', -0.1829925775527954)]	"[""I'm also happy you're still here!!"", ""I'm elated to hear that 🤗""]"
27	22	[('on all sides', -0.24538607895374298), ('bad people', -0.24865832924842834), ('is under federal investigation', -0.2503758519887924), ('under federal investigation', -0.2562860697507858), ('so called', -0.26048799231648445)]	['Those ears...those horrible ears', 'Cuddling. Lots of cuddling']
24	24	[('that pic', -0.43096136301755905), ('for you', -0.4375315383076668), ('sorry for you', -0.45076343789696693)]	"[""That sounds so terrible. I'm very sorry"", 'Thank you. I appreciate it']"
27	8	[('to be', -0.4686596691608429)]	['If you enjoyed it, go for it', 'Thank you. I appreciate it']
27	27	[('in her', -0.5768086165189743), ('0 . 05 hell', -0.5845398679375648)]	['Cuddling. Lots of cuddling', 'So, so good']
27	6	[('that much', -0.43230433017015457), ('instead of 8', -0.4386260583996773), ('their division were better', -0.4404725581407547), ('against winning teams', -0.4450402781367302), ('7 superb ##ow ##ls', -0.44832661747932434)]	"[""Natural or not monopolies aren't good"", ""Because it's quicker. Time is money""]"
27	27	[('the head', -0.5642786175012589), ('on the head', -0.577460516244173)]	['If you enjoyed it, go for it', 'Cuddling. Lots of cuddling']
27	17	[('the road', -0.46075431257486343), ('a major traffic obstacle', -0.4691098928451538), ('of the road', -0.4711294174194336)]	['Cuddling. Lots of cuddling', 'If you enjoyed it, go for it']
3	0	[('will be again', -0.2214147299528122), ('be again', -0.26058458536863327), ('a customer of either', -0.27371855080127716), ('a customer', -0.2800624445080757), ('of either', -0.28966503217816353)]	['Gotta admit, I chuckled at this one', 'Damn, that was dirty']
27	7	[('as cis person', -0.6137394532561302), ('their gender', -0.6215048506855965), ('as much', -0.6246303394436836), ('cis person', -0.6304412335157394), ('really just', -0.6325536295771599)]	['DONT BE NEEDY. TALK TO OTHER GIRLS', 'If you enjoyed it, go for it']
27	27	[('if she likes you', -0.22067947685718536), ('she likes you', -0.23972316086292267), ('to ask her out', -0.25216953456401825), ('go for it', -0.2564573585987091), ('ask her out', -0.2657434567809105)]	['That was informative. Thank you', 'If you enjoyed it, go for it']
27	27	[('are on the menu', -0.5767283067107201), ('on the menu', -0.5888998731970787), ('some regulations on contractors', -0.592686302959919), ('the menu', -0.59312404692173), ('some regulations', -0.5931778103113174)]	"[""Natural or not monopolies aren't good"", 'Yeah is saw that. Poor [NAME] :D']"
18	17	[('this show', -0.8800204321742058)]	"[""I'm elated to hear that 🤗"", ""I'll be right back!""]"
27	6	[('homosexual ##s', -0.2500529885292053), ('go right', -0.2509920373558998), ('can go right', -0.2576213553547859), ('ignore them', -0.2658749297261238), ('a homo ##ph ##obe', -0.28699229285120964)]	['If you enjoyed it, go for it', 'Thank you. I appreciate it']
27	26	[('in twenty years', -0.29494792968034744), ('twenty years', -0.313354667276144)]	"['Cuddling. Lots of cuddling', ""No it hasn't""]"
27	27	[('sold out', -0.21794331446290016)]	['That was so disgusting. VWP', 'So, so good']
1	1	[('more fun', -0.4594850018620491), ('have been', -0.4633231572806835), ('should have been', -0.46841738000512123), ('it should have been', -0.4747600816190243)]	"[""Didn't realize I'm so famous!"", ""Genius. I'm so doing this""]"
7	27	[('tb ##h', -0.23664037883281708), ('doing man', -0.23958831280469894), ('right now', -0.2401929721236229), ('really miserable', -0.2420300431549549), ('your life', -0.24416539818048477)]	['This is so sad. #playdespacito', 'Watching this hurts my head']
