predicted_labels	true_labels	lil_interpretations	gil_interpretations
1	1	[('for vitamin b1', -0.6725971400737762), ('vitamin b1', -0.676256537437439)]	['What U.S. Government agency registers trademarks ?', 'How much does a poodle weigh ?']
3	3	[('ra ##dium', -0.8144025355577469), ('discovered ra ##dium', -0.8314350694417953), ('who discovered ra ##dium', -0.8563963770866394)]	['Name the largest country in South America', 'Who were the 1974 Oscar winners ?']
2	2	[('suns ##pot ##s', -0.7886033952236176)]	"[""Why can 't ostriches fly ?"", 'What is a portal ?']"
5	5	[('algeria colon', -0.784839078783989)]	['What city does Orly Airport serve ?', 'What exactly is radiation ?']
3	3	[('part of their uniform', -0.40903353691101074), ('of their uniform', -0.48820793628692627), ('their uniform', -0.5777276754379272), ('the first', -0.6991448998451233)]	['Name the largest country in South America', 'Who were the 1974 Oscar winners ?']
4	4	[('is egypt on', -0.9037699922919273)]	"[""What does `` Philebus-like '' mean ?"", ""What is `` Vocal Sampling '' ?""]"
4	4	[('the capital', -0.8401317745447159), ('of mongolia', -0.8573292195796967)]	"[""What is `` Vocal Sampling '' ?"", ""What is `` flintknapping '' ?""]"
2	2	[('nano ##tech ##nology', -0.8540394604206085), ('is nano ##tech ##nology', -0.904022827744484)]	"[""Why can 't ostriches fly ?"", 'What is a portal ?']"
4	4	[('which colony', -0.880312979221344), ('##ulate which colony', -0.9457101747393608)]	"[""What are `` inkhorn terms '' ?"", ""What is `` Vocal Sampling '' ?""]"
4	4	[('lower 48', -0.8620412200689316), ('the geographic center', -0.9361497014760971), ('the lower 48 states', -0.9692030567675829)]	"[""What is `` Vocal Sampling '' ?"", ""What does `` Philebus-like '' mean ?""]"
2	2	[('what are polymers', -0.8727976083755493)]	"[""Why can 't ostriches fly ?"", 'What is a portal ?']"
5	5	[('the caribbean', -0.8184842318296432), ('in the caribbean', -0.9044283479452133)]	['What exactly is radiation ?', 'What city does Orly Airport serve ?']
4	4	[('ma ##una lo ##a', -0.9386557936668396)]	"[""What is `` Vocal Sampling '' ?"", ""What is `` flintknapping '' ?""]"
1	1	[('the northern lights', -0.5735026299953461)]	['Name a novel written by John Steinbeck', 'The Jewish alphabet is called what ?']
4	4	[('spain part', -0.8469413965940475), ('spain part of', -0.9038369208574295), ('is spain part of', -0.9453085660934448)]	"[""What does `` Philebus-like '' mean ?"", ""What is `` Vocal Sampling '' ?""]"
5	5	[]	['What city does Orly Airport serve ?', 'What province is Edmonton located in ?']
4	4	[('of rain', -0.7877697050571442), ('per year', -0.8118064254522324), ('the least amount', -0.9180551245808601)]	"[""What is `` Vocal Sampling '' ?"", ""What does `` Philebus-like '' mean ?""]"
3	3	[('american red cross', -0.65412837266922), ('founded american red cross', -0.695720911026001)]	['Name the largest country in South America', 'Who were the 1974 Oscar winners ?']
5	5	[('the atlanta braves', -0.7855925261974335), ('the milwaukee braves', -0.8513759672641754), ('become the atlanta braves', -0.8591737300157547)]	['How fast is a 45Mhz processor ?', 'When was Ozzy Osbourne born ?']
5	5	[('is alcohol absorbed', -0.7859093695878983)]	['What exactly is radiation ?', 'What city does Orly Airport serve ?']
5	5	[]	['What exactly is radiation ?', 'What city does Orly Airport serve ?']
2	2	[('super ##nova', -0.7266063988208771), ('is super ##nova', -0.8208486586809158), ('what is super ##nova', -0.8967788144946098)]	"[""Why can 't ostriches fly ?"", 'What is a portal ?']"
4	4	[]	"[""What is `` Vocal Sampling '' ?"", ""What are `` inkhorn terms '' ?""]"
4	4	[('live free', -0.8397681266069412), ('live free or die', -0.9553276561200619)]	"[""What is `` Vocal Sampling '' ?"", ""What does `` Philebus-like '' mean ?""]"
4	4	[]	"[""What is `` Vocal Sampling '' ?"", ""What is `` flintknapping '' ?""]"
5	5	[('the first stamp', -0.7617739886045456)]	['What exactly is radiation ?', 'What city does Orly Airport serve ?']
1	1	[('to make orange', -0.6998836696147919), ('make orange', -0.7005143463611603), ('mix to make orange', -0.7323290109634399)]	"[""Why can 't ostriches fly ?"", 'How long do cardinal eggs incubate ?']"
5	5	[('the sun', -0.7073530852794647), ('from the sun', -0.7445109486579895)]	['What exactly is radiation ?', 'What city does Orly Airport serve ?']
4	4	[('what body', -0.8617629110813141), ('of water', -0.8639766722917557), ('the canary islands', -0.9019287005066872), ('the canary islands in', -0.9428859762847424)]	"[""What does `` Philebus-like '' mean ?"", ""What is `` Vocal Sampling '' ?""]"
2	2	[('ne ##uro ##pathy', -0.8783516585826874), ('is ne ##uro ##pathy', -0.9306718558073044)]	"[""Why can 't ostriches fly ?"", 'What is a portal ?']"
2	2	[('crypt ##ography', -0.8180488646030426), ('is crypt ##ography', -0.8964722380042076), ('what is crypt ##ography', -0.9456306397914886)]	"[""Why can 't ostriches fly ?"", 'What is a portal ?']"
1	1	[('composed of', -0.6909289062023163), ('natural gas', -0.7282594740390778)]	"[""Why can 't ostriches fly ?"", 'What is SAP ?']"
3	3	[('of canada', -0.6873326301574707)]	['Name the largest country in South America', 'Who were the 1974 Oscar winners ?']
3	3	[('the battle', -0.7259826064109802), ('of waterloo', -0.7989794760942459), ('the battle of waterloo', -0.8615110069513321)]	['Name the largest country in South America', 'Who were the 1974 Oscar winners ?']
2	2	[('is leukemia', -0.8161893486976624), ('what is leukemia', -0.8891647905111313)]	"[""Why can 't ostriches fly ?"", 'What is a portal ?']"
4	4	[('howard hughes', -0.8851348832249641)]	"[""What is `` Vocal Sampling '' ?"", ""What is `` flintknapping '' ?""]"
1	1	[('for june', -0.4454272389411926)]	"[""Why can 't ostriches fly ?"", 'What U.S. Government agency registers trademarks ?']"
2	1	[('in minnesota', -0.816782534122467)]	"[""Why can 't ostriches fly ?"", 'What is a portal ?']"
5	5	[('the sun', -0.7617151290178299), ('the earth', -0.7801249623298645), ('to the sun', -0.7952017039060593), ('from the earth', -0.8435058742761612), ('in miles', -0.864917978644371)]	['How many watts make a kilowatt ?', 'How much does a poodle weigh ?']
5	5	[('a chicken', -0.7365104258060455), ('for a chicken', -0.7914189398288727)]	['How fast is a 45Mhz processor ?', 'What exactly is radiation ?']
5	5	[]	['What city does Orly Airport serve ?', 'What province is Edmonton located in ?']
2	2	[('relative humidity', -0.8104713261127472), ('is relative humidity', -0.8902384117245674), ('what is relative humidity', -0.9429721981287003)]	"[""Why can 't ostriches fly ?"", 'What is a portal ?']"
4	4	[('the zip code', -0.9203265234827995), ('35 ##8 ##24', -0.9242764562368393), ('of 35 ##8 ##24', -0.9597521647810936)]	"[""What is `` Vocal Sampling '' ?"", ""What is `` flintknapping '' ?""]"
1	1	[('in algeria', -0.6808235049247742), ('used in algeria', -0.7160723209381104), ('is used in algeria', -0.7409655451774597)]	['Name a flying mammal', 'Define Sinn Fein']
3	3	[]	['Name the largest country in South America', 'Who were the 1974 Oscar winners ?']
1	1	[('in 1957', -0.6074129343032837), ('most popular', -0.6748458445072174)]	['Name a flying mammal', 'Name four comic strips about pilots']
